Date,Fechamento,Abertura,Maxima,Minima,Chikou,Tekan,Kinju,Senkou A,Senkou B,Chikou,Chikou1,Chikou2,T/K ,T/K 1,T/K 2,Preco X T/K ,Preco X T/K 1,Preco X T/K 2,Kumo ,Kumo 1,Kumo 2,Resultado
6/2/215,8.3,8.1,8.18,7.82,9.51,8.9,8.6,8.12,8.99,None,1,None,None,1,None,1,None,None,None,None,1,1
9/2/215,7.99,8.1,8.5,7.93,9.39,8.5,8.6,8.18,8.87,None,1,None,None,None,1,None,None,1,None,None,1,2
1/2/215,7.9,7.96,8.12,7.9,9.71,8.5,8.6,8.22,8.87,None,1,None,None,None,1,None,None,1,None,None,1,2
11/2/215,7.6,7.9,7.9,7.52,9.55,7.95,8.2,8.2,8.82,None,1,None,None,None,1,None,None,1,None,None,1,2
12/2/215,7.86,7.73,7.9,7.72,9.29,7.95,8.2,8.2,8.35,None,1,None,None,None,1,None,None,1,None,None,1,2
13/2/215,7.94,7.92,8,7.87,9.22,7.95,8.2,8.17,8.33,None,1,None,None,None,1,None,None,1,None,None,1,2
18/2/215,8.2,8.1,8.28,8,9.46,7.95,8.2,8.11,8.33,None,1,None,None,None,1,1,None,None,None,None,1,2
19/2/215,8.24,8.17,8.4,8.12,9.46,7.96,8.2,8.2,8.33,None,1,None,None,None,1,None,1,None,None,None,1,1
2/2/215,8.23,8.24,8.28,8.14,9.65,7.96,8.2,8,8.33,None,1,None,None,None,1,None,1,None,None,None,1,1
23/2/215,8.18,8.13,8.31,8.7,9.48,7.96,8.2,7.96,8.33,None,1,None,None,None,1,None,1,None,None,None,1,1
24/2/215,8.44,8.2,8.44,8.8,9.94,7.98,8.2,7.96,8.33,None,1,None,None,None,1,None,1,None,None,None,1,1
25/2/215,8.42,8.29,8.42,8.21,1.19,7.98,8.2,7.96,8.33,None,None,1,None,None,1,None,1,None,None,None,1,1
26/2/215,8.5,8.44,8.52,8.3,1.13,8.12,8.2,7.96,8.33,None,None,1,None,1,None,None,1,None,None,None,1,1
27/2/215,8.53,8.5,8.67,8.44,9.9,8.27,8.1,7.96,8.33,None,1,None,None,1,None,None,1,None,None,None,1,1
2/3/215,8.22,8.47,8.58,8.15,1.16,8.34,8.1,7.91,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
3/3/215,8.4,8.24,8.48,8.16,1.19,8.37,8.1,7.99,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
4/3/215,8.38,8.23,8.43,8.2,1.26,8.37,8.1,7.99,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
5/3/215,8.25,8.44,8.48,8.11,1.33,8.37,8.1,7.99,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
6/3/215,8.25,8.24,8.28,8.3,1.21,8.35,8.1,8.5,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
9/3/215,8.21,8.16,8.22,7.99,1.53,8.33,8.1,8.6,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
1/3/215,8.1,8.1,8.27,8.1,1.49,8.33,8.1,8.6,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
11/3/215,8.29,8.11,8.31,8.7,1.41,8.33,8.1,8.9,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
12/3/215,8.24,8.39,8.44,8.16,1.37,8.29,8.1,8.9,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
13/3/215,8.2,8.4,8.27,7.95,1.43,8.22,8.1,8.9,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
16/3/215,8.46,8.24,8.48,8.24,1.64,8.22,8.1,8.9,8.33,None,None,1,None,1,None,None,1,None,None,None,1,1
17/3/215,9.13,8.45,9.16,8.44,1.91,8.56,8.34,8.7,8.33,None,None,1,None,1,None,1,None,None,None,None,1,1
18/3/215,9.51,9.14,9.68,9.14,1.84,8.82,8.6,8.7,8.33,None,None,1,None,1,None,None,1,None,None,None,1,1
19/3/215,9.39,9.46,9.53,9.33,1.66,8.82,8.6,8.6,8.33,None,None,1,None,1,None,None,1,None,None,None,1,1
2/3/215,9.71,9.56,9.88,9.53,1.58,8.92,8.7,8.6,8.27,None,None,1,None,1,None,None,1,None,None,None,1,1
23/3/215,9.55,9.74,9.79,9.35,1.63,8.92,8.8,7.99,8.27,None,None,1,None,1,None,None,1,None,None,None,1,1
24/3/215,9.29,9.51,9.57,9.14,1.95,8.92,8.88,7.99,8.27,None,None,1,None,1,None,None,1,None,None,None,1,1
25/3/215,9.22,9.32,9.46,9.2,1.95,8.92,8.92,7.99,8.2,None,None,1,1,None,None,None,1,None,None,None,1,1
26/3/215,9.46,9.12,9.46,9.7,1.91,9.6,8.92,7.99,8.1,None,None,1,None,1,None,None,1,None,None,None,1,1
27/3/215,9.46,9.33,9.68,9.24,1.61,9.16,8.92,7.99,7.94,None,None,1,None,1,None,None,1,None,None,1,None,1
3/3/215,9.65,9.57,9.77,9.5,1.72,9.48,8.92,7.99,7.92,None,None,1,None,1,None,None,1,None,None,1,None,1
31/3/215,9.48,9.57,9.73,9.4,1.78,9.48,8.92,7.99,7.92,None,None,1,None,1,None,1,None,None,None,1,None,1
1/4/215,9.94,9.63,1.2,9.59,1.5,9.55,8.99,8,7.92,None,1,1,None,1,None,None,1,None,None,None,1,1
2/4/215,1.19,1.4,1.24,9.85,1.28,9.66,9.1,8,7.92,None,1,1,None,1,None,None,None,1,None,None,1,1
6/4/215,1.13,1.13,1.32,9.98,1.32,9.7,9.14,8.7,7.92,None,None,1,None,1,None,None,None,1,None,1,None,1
7/4/215,9.9,1.11,1.18,9.86,1.55,9.7,9.14,8.18,7.99,None,1,1,None,1,None,1,None,None,None,1,None,1
8/4/215,1.16,1.5,1.25,1,1.55,9.7,9.14,8.22,7.99,None,1,None,None,1,None,None,None,1,None,1,None,1
9/4/215,1.19,1.4,1.24,1.4,1.67,9.78,9.14,8.23,7.99,None,1,None,None,1,None,None,None,1,None,1,None,1
1/4/215,1.26,1.19,1.3,1.13,1.54,9.86,9.14,8.23,7.99,None,1,None,None,1,None,None,None,1,None,1,None,1
13/4/215,1.33,1.23,1.37,1.19,1.38,9.89,9.16,8.23,7.99,None,1,None,None,1,None,None,None,1,None,1,None,1
14/4/215,1.21,1.35,1.35,1.19,1.23,9.98,9.16,8.22,8.1,1,None,None,None,1,None,None,None,1,None,1,None,1
15/4/215,1.53,1.3,1.53,1.25,1.12,1.19,9.24,8.21,8.1,None,None,1,None,None,1,1,None,None,None,1,None,1
16/4/215,1.49,1.54,1.54,1.4,9.98,1.2,9.25,8.21,8.1,None,1,None,None,None,1,1,None,None,None,1,None,1
17/4/215,1.41,1.37,1.47,1.29,1.13,1.2,9.25,8.21,8.1,None,None,1,None,None,1,1,None,None,None,1,None,1
2/4/215,1.37,1.36,1.38,1.25,1.6,1.27,9.25,8.19,8.1,None,None,1,None,None,1,1,None,None,None,1,None,1
22/4/215,1.43,1.32,1.47,1.32,9.72,1.29,9.39,8.16,8.1,None,1,None,None,None,1,1,None,None,None,1,None,1
23/4/215,1.64,1.41,1.64,1.3,1.5,1.39,9.54,8.16,8.1,None,None,1,None,None,1,1,None,None,None,1,None,1
24/4/215,1.91,1.7,11.2,1.57,1.19,1.61,1.5,8.45,8.34,None,None,1,None,1,None,None,1,None,None,1,None,1
27/4/215,1.84,1.85,11.11,1.57,1.19,1.65,1.9,8.71,8.6,None,None,1,None,1,None,None,1,None,None,1,None,1
28/4/215,1.66,1.92,1.99,1.54,1.18,1.68,1.9,8.71,8.6,None,None,1,None,1,None,1,None,None,None,1,None,1
29/4/215,1.58,1.52,1.73,1.45,9.99,1.68,1.9,8.81,8.7,None,1,None,None,1,None,1,None,None,None,1,None,1
3/4/215,1.63,1.49,1.66,1.48,9.95,1.68,1.9,8.86,8.7,None,1,None,None,1,None,1,None,None,None,1,None,1
4/5/215,1.95,1.79,11,1.65,1.19,1.68,1.9,8.9,8.7,None,1,1,None,1,None,None,1,None,None,1,None,1
5/5/215,1.95,1.89,11.9,1.88,1.23,1.71,1.9,8.92,8.7,None,None,1,None,1,None,None,1,None,None,1,None,1
6/5/215,1.91,1.91,11,1.79,1.17,1.71,1.18,8.99,8.7,None,1,1,None,1,None,None,1,None,None,1,None,1
7/5/215,1.61,1.8,1.97,1.54,1.12,1.78,1.26,9.4,8.7,None,None,1,None,1,None,1,None,None,None,1,None,1
8/5/215,1.72,1.72,1.84,1.57,1.8,1.78,1.26,9.2,8.7,None,None,1,None,1,None,1,None,None,None,1,None,1
11/5/215,1.78,1.87,1.91,1.68,1.8,1.77,1.35,9.2,8.7,None,None,1,None,1,None,None,1,None,None,1,None,1
12/5/215,1.5,1.69,1.73,1.45,1.14,1.77,1.48,9.27,8.77,None,None,1,None,1,None,1,None,None,None,1,None,1
13/5/215,1.28,1.44,1.61,1.26,1.1,1.68,1.49,9.38,8.88,None,None,1,None,1,None,None,None,1,None,1,None,0
14/5/215,1.32,1.32,1.43,1.16,1.2,1.63,1.49,9.42,8.92,None,None,1,None,1,None,None,None,1,None,1,None,0
15/5/215,1.55,1.34,1.7,1.34,9.91,1.63,1.56,9.42,8.92,None,1,None,None,1,None,None,None,1,None,1,None,0
18/5/215,1.55,1.61,1.7,1.43,9.87,1.58,1.58,9.42,8.92,None,1,None,1,None,None,1,None,None,None,1,None,1
19/5/215,1.67,1.64,1.68,1.47,9.9,1.57,1.62,9.46,8.92,None,1,None,None,None,1,None,1,None,None,1,None,2
2/5/215,1.54,1.51,1.79,1.47,1.1,1.54,1.64,9.5,8.92,None,None,1,None,None,1,1,None,None,None,1,None,2
21/5/215,1.38,1.54,1.57,1.28,9.97,1.54,1.64,9.52,8.95,None,1,None,None,None,1,1,None,None,None,1,None,2
22/5/215,1.23,1.44,1.49,9.99,1.14,1.39,1.55,9.57,8.95,None,None,1,None,None,1,1,None,None,None,1,None,2
25/5/215,1.12,1.23,1.26,9.99,1,1.39,1.55,9.72,9.3,None,None,1,None,None,1,None,None,1,None,1,None,2
26/5/215,9.98,1.1,1.11,9.83,9.99,1.31,1.47,9.72,9.3,None,1,None,None,None,1,1,None,None,None,1,None,2
27/5/215,1.13,9.98,1.35,9.9,9.91,1.31,1.47,9.72,9.3,None,1,None,None,None,1,1,None,None,None,1,None,2
28/5/215,1.6,1.8,1.13,9.95,9.95,1.31,1.47,9.76,9.3,None,1,None,None,None,1,None,None,1,None,1,None,2
29/5/215,9.72,9.99,1.12,9.72,1.11,1.26,1.42,9.84,9.3,None,None,1,None,None,1,None,1,None,None,1,None,2
1/6/215,1.5,9.61,1.12,9.61,1.3,1.2,1.36,9.96,9.8,None,None,1,None,None,1,1,None,None,None,1,None,2
2/6/215,1.19,1.8,1.25,1.5,1.2,1.9,1.36,1.33,9.27,1,None,None,None,None,1,1,None,None,None,None,1,2
3/6/215,1.19,1.27,1.3,1.6,1.25,1.5,1.35,1.37,9.32,1,None,None,None,None,1,1,None,None,None,None,1,2
5/6/215,1.18,1.21,1.25,1.7,1.37,9.98,1.35,1.39,9.32,None,1,None,None,1,None,None,None,1,None,None,1,1
8/6/215,9.99,1.21,1.27,9.94,1.29,9.98,1.35,1.39,9.32,None,1,1,None,1,None,1,None,None,None,None,1,1
9/6/215,9.95,1.6,1.12,9.84,1.37,9.98,1.35,1.39,9.42,None,1,1,None,1,None,1,None,None,None,None,1,1
1/6/215,1.19,1.5,1.33,1,1.23,9.97,1.35,1.39,9.49,1,None,None,None,1,None,None,None,1,None,None,1,2
11/6/215,1.23,1.28,1.32,1.11,9.95,9.97,1.31,1.4,9.53,None,1,None,None,1,None,None,None,1,None,None,1,2
12/6/215,1.17,1.15,1.19,1.2,9.73,9.97,1.29,1.44,9.53,None,1,None,None,1,None,None,None,1,None,None,1,2
15/6/215,1.12,1.7,1.19,9.92,9.61,1.9,1.26,1.52,9.53,None,1,1,None,None,1,1,None,None,None,None,1,2
16/6/215,1.8,1.7,1.22,1.4,9.26,1.9,1.26,1.52,9.53,None,1,None,None,None,1,None,None,1,None,None,1,2
17/6/215,1.8,1.7,1.2,9.99,9.7,1.9,1.2,1.56,9.53,None,1,1,None,None,1,None,None,1,None,None,1,2
18/6/215,1.14,1.11,1.26,1.6,8.96,1.9,1.2,1.63,9.53,None,1,None,None,None,1,1,None,None,None,None,1,2
19/6/215,1.1,1.7,1.12,9.96,8.94,1.9,1.2,1.58,9.53,None,1,1,None,None,1,None,None,1,None,None,1,2
22/6/215,1.2,1.12,1.14,9.99,8.9,1.13,1.2,1.56,9.53,None,1,1,None,None,1,None,None,1,None,None,1,2
23/6/215,9.91,1.1,1.1,9.88,8.89,1.1,1.2,1.59,9.53,None,1,1,None,None,1,1,None,None,None,None,1,2
24/6/215,9.87,9.91,9.95,9.84,9.3,1.5,1.2,1.58,9.53,None,None,1,None,None,1,None,1,None,None,None,1,2
25/6/215,9.9,9.91,9.99,9.72,8.85,9.99,1.2,1.59,9.53,None,None,1,None,1,None,1,None,None,None,None,1,2
26/6/215,1.1,9.9,1.19,9.85,8.88,9.99,1.9,1.59,9.53,None,1,1,None,1,None,1,None,None,None,None,1,2
29/6/215,9.97,9.91,1.9,9.91,8.82,9.99,1.5,1.59,9.53,None,1,1,None,1,None,1,None,None,None,None,1,2
3/6/215,1.14,1.2,1.17,9.95,8.81,9.99,9.98,1.47,9.53,None,1,1,None,1,None,None,None,1,None,None,1,1
1/7/215,1,1.1,1.23,9.95,8.79,9.98,9.98,1.47,9.53,None,1,1,1,None,None,None,None,1,None,None,1,2
2/7/215,9.99,1.11,1.15,9.99,8.99,9.98,9.98,1.39,9.53,None,1,1,1,None,None,1,None,None,None,None,1,2
3/7/215,9.91,9.96,9.99,9.88,9,9.98,9.97,1.39,9.53,None,None,1,None,1,None,None,None,1,None,None,1,0
6/7/215,9.95,9.86,1.1,9.82,9.5,9.98,9.97,1.39,9.53,None,1,1,None,1,None,None,None,1,None,None,1,0
7/7/215,1.11,9.89,1.13,9.81,9.26,9.98,9.97,1.34,9.68,None,1,1,None,1,None,None,None,1,None,None,1,1
8/7/215,1.3,1,1.21,9.97,9.22,1.2,1.3,1.28,9.78,None,1,1,None,None,1,1,None,None,None,None,1,2
1/7/215,1.2,1.12,1.32,1.11,9.4,1.7,1.3,1.23,1.9,None,1,None,None,1,None,None,1,None,None,1,None,1
13/7/215,1.25,1.25,1.31,1.16,9.24,1.7,1.3,1.2,1.9,None,1,None,None,1,None,None,1,None,None,1,None,1
14/7/215,1.37,1.25,1.5,1.19,9.24,1.16,1.11,1.17,1.9,None,1,None,None,1,None,None,1,None,None,1,None,1
15/7/215,1.29,1.4,1.44,1.26,9.39,1.16,1.11,1.17,1.9,None,1,None,None,1,None,None,1,None,None,1,None,1
16/7/215,1.37,1.4,1.44,1.22,9.13,1.16,1.11,1.17,1.9,None,1,None,None,1,None,None,1,None,None,1,None,1
17/7/215,1.23,1.35,1.49,1.16,9.9,1.16,1.11,1.16,1.9,None,1,None,None,1,None,None,1,None,None,1,None,1
2/7/215,9.95,1.21,1.25,9.87,9.5,1.16,1.11,1.14,1.9,None,1,1,None,1,None,None,1,None,None,1,None,1
21/7/215,9.73,9.88,9.98,9.6,9.5,1.5,1.5,1.13,1.18,None,None,1,1,None,None,None,1,None,None,None,1,2
22/7/215,9.61,9.61,9.74,9.49,9.76,1,1,1.17,1.26,None,1,None,1,None,None,None,1,None,None,None,1,2
23/7/215,9.26,9.51,9.56,9.1,9.61,9.8,9.8,1.17,1.26,None,1,None,1,None,None,None,None,1,None,None,1,2
24/7/215,9.7,9.18,9.24,8.8,9.46,9.65,9.65,1.14,1.35,None,1,None,1,None,None,None,None,1,None,None,1,2
27/7/215,8.96,9,9.6,8.85,9.8,9.65,9.65,1.14,1.36,None,1,None,1,None,None,None,None,1,None,None,1,2
28/7/215,8.94,9.9,9.16,8.64,9.14,9.57,9.57,1.14,1.36,1,None,None,1,None,None,None,None,1,None,None,1,2
29/7/215,8.9,8.84,9.4,8.78,9.25,9.57,9.57,1.16,1.36,None,1,None,1,None,None,None,None,1,None,None,1,2
3/7/215,8.89,8.92,9.2,8.81,8.95,9.45,9.57,1.15,1.36,1,None,None,None,None,1,None,None,1,None,None,1,2
31/7/215,9.3,8.9,9.7,8.87,8.98,9.31,9.57,1.13,1.36,1,None,None,None,None,1,None,None,1,None,None,1,2
3/8/215,8.85,8.96,9.4,8.83,9.32,9.19,9.57,1.1,1.36,None,1,None,None,None,1,None,None,1,None,None,1,2
4/8/215,8.88,8.91,8.99,8.78,9.47,9.1,9.57,1.4,1.36,None,1,None,None,None,1,None,None,1,None,None,1,2
5/8/215,8.82,9,9.1,8.79,9.35,8.94,9.57,1.2,1.36,None,1,None,None,None,1,None,None,1,None,None,1,2
6/8/215,8.81,8.76,8.92,8.59,9.68,8.88,9.55,9.99,1.36,None,1,None,None,None,1,None,None,1,None,1,None,2
7/8/215,8.79,8.83,8.94,8.71,1,8.88,9.55,9.98,1.36,None,None,1,None,None,1,None,None,1,None,1,None,2
1/8/215,8.99,8.79,9.3,8.76,1.42,8.83,9.55,9.98,1.36,None,None,1,None,None,1,1,None,None,None,1,None,2
11/8/215,9,8.89,9,8.83,9.97,8.83,9.55,9.97,1.36,None,1,None,None,None,1,1,None,None,None,1,None,2
12/8/215,9.5,8.87,9.21,8.84,9.79,8.9,9.55,9.97,1.36,None,1,None,None,None,1,1,None,None,None,1,None,2
13/8/215,9.26,9.9,9.26,8.88,9.61,8.93,9.55,9.97,1.36,None,1,None,None,None,1,1,None,None,None,1,None,2
14/8/215,9.22,9.35,9.57,9.17,9.73,9.8,9.55,1.2,1.36,None,1,None,None,None,1,1,None,None,None,None,1,2
17/8/215,9.4,9.22,9.22,8.97,9.6,9.8,9.55,1.5,1.36,None,1,None,None,None,1,1,None,None,None,None,1,2
18/8/215,9.24,8.97,9.42,8.95,9.75,9.8,9.55,1.5,1.35,None,1,None,None,None,1,1,None,None,None,None,1,2
19/8/215,9.24,9.16,9.33,9.3,9.64,9.14,9.54,1.13,1.35,None,1,None,None,None,1,1,None,None,None,None,1,2
2/8/215,9.39,9.24,9.45,9.8,9.46,9.17,9.54,1.13,1.35,None,1,None,None,None,1,1,None,None,None,None,1,2
21/8/215,9.13,9.29,9.3,9.11,9.43,9.2,9.54,1.13,1.35,None,1,None,None,None,1,1,None,None,None,None,1,2
24/8/215,9.9,8.48,9.32,8.33,9.72,8.95,9.29,1.13,1.35,None,1,None,None,None,1,1,None,None,None,None,1,2
25/8/215,9.5,9.26,9.44,9.5,9.98,8.95,9.16,1.13,1.31,None,1,None,None,None,1,1,None,None,None,None,1,2
26/8/215,9.5,9.18,9.51,9.11,1.33,8.95,9.4,1.5,1.29,None,None,1,None,None,1,None,1,None,None,None,1,1
27/8/215,9.76,9.56,1.4,9.54,1.13,9.19,9.19,1,1.2,None,1,1,1,None,None,None,1,None,None,None,1,1
28/8/215,9.61,9.54,9.75,9.49,1.12,9.19,9.19,9.8,1.1,None,None,1,1,None,None,None,1,None,None,1,None,1
31/8/215,9.46,9.44,9.58,9.18,1.15,9.19,9.19,9.65,9.8,None,None,1,1,None,None,None,1,None,None,None,1,1
1/9/215,9.8,9.18,9.29,8.9,1.24,9.19,9.19,9.65,9.8,None,None,1,1,None,None,None,None,1,None,None,1,2
2/9/215,9.14,9.19,9.24,8.96,1.46,9.19,9.19,9.57,9.72,None,None,1,1,None,None,1,None,None,None,None,1,1
3/9/215,9.25,9.24,9.4,8.92,1.32,9.19,9.19,9.57,9.72,None,None,1,1,None,None,None,1,None,None,None,1,1
4/9/215,8.95,9.4,9.19,8.84,9.91,9.44,9.19,9.51,9.72,None,1,None,None,1,None,None,None,1,None,None,1,1
8/9/215,8.98,9.15,9.17,8.93,1.11,9.44,9.19,9.44,9.72,None,None,1,None,1,None,None,None,1,None,None,1,1
9/9/215,9.32,9.41,9.54,9.24,1.4,9.44,9.19,9.38,9.72,None,None,1,None,1,None,1,None,None,None,None,1,1
1/9/215,9.47,8.97,9.47,8.97,1.5,9.3,9.19,9.34,9.61,None,None,1,None,1,None,1,None,None,None,None,1,1
11/9/215,9.35,9.47,9.59,9.19,9.98,9.22,9.19,9.26,9.57,None,1,None,None,1,None,None,1,None,None,None,1,1
14/9/215,9.68,9.39,9.83,9.18,9.97,9.34,9.19,9.21,9.55,None,1,None,None,1,None,None,1,None,None,None,1,1
15/9/215,1,9.65,1.9,9.58,1.4,9.47,9.21,9.21,9.55,None,1,1,None,1,None,1,None,None,None,None,1,1
16/9/215,1.42,1.7,1.47,1.4,1.57,9.66,9.4,9.19,9.55,None,1,None,None,1,None,None,None,1,None,None,1,1
17/9/215,9.97,1.22,1.31,9.97,1.59,9.66,9.4,9.19,9.55,None,1,1,None,1,None,1,None,None,None,None,1,1
18/9/215,9.79,9.91,1.5,9.68,1.48,9.7,9.4,9.22,9.55,None,1,1,None,1,None,None,1,None,None,None,1,1
21/9/215,9.61,9.68,9.84,9.61,1.36,9.72,9.4,9.24,9.55,None,None,1,None,1,None,1,None,None,None,None,1,1
22/9/215,9.73,9.47,9.77,9.43,1.11,9.72,9.4,9.31,9.55,None,None,1,None,1,None,1,None,None,None,None,1,1
23/9/215,9.6,9.75,9.9,9.51,1,9.83,9.4,9.31,9.55,None,None,1,None,1,None,1,None,None,None,None,1,1
24/9/215,9.75,9.34,9.91,9.18,1.88,9.83,9.4,9.31,9.55,None,None,1,None,1,None,1,None,None,None,None,1,1
25/9/215,9.64,9.87,9.95,9.64,1.8,9.83,9.4,9.34,9.55,None,None,1,None,1,None,1,None,None,None,None,1,1
28/9/215,9.46,9.52,9.71,9.42,1.73,9.83,9.4,9.35,9.55,None,None,1,None,1,None,1,None,None,None,None,1,1
29/9/215,9.43,9.46,9.61,9.3,1.53,9.75,9.4,9.37,9.55,None,None,1,None,1,None,1,None,None,None,None,1,1
3/9/215,9.72,9.64,9.72,9.43,1.6,9.62,9.66,9.12,9.42,None,None,1,None,None,1,1,None,None,None,None,1,2
1/1/215,9.98,9.78,1.15,9.68,1.73,9.67,9.66,9.5,9.42,None,1,1,None,1,None,None,1,None,None,None,1,1
2/1/215,1.33,9.89,1.37,9.87,1.97,9.78,9.66,8.99,9.42,None,1,1,None,1,None,1,None,None,None,None,1,1
5/1/215,1.13,1.46,1.47,1.1,1.72,9.83,9.66,9.19,9.42,None,1,None,None,1,None,None,None,1,None,None,1,1
6/1/215,1.12,1.1,1.24,9.96,1.53,9.83,9.66,9.19,9.42,None,1,1,None,1,None,None,None,1,None,None,1,1
7/1/215,1.15,1.35,1.49,9.91,1.54,9.9,9.67,9.19,9.42,None,1,1,None,1,None,None,None,1,None,None,1,1
8/1/215,1.24,1.9,1.35,1.6,1.61,9.9,9.67,9.19,9.42,None,1,None,None,1,None,None,None,1,None,None,1,1
9/1/215,1.46,1.41,1.49,1.25,1.88,9.9,9.67,9.19,9.42,None,1,None,None,1,None,None,None,1,None,None,1,1
13/1/215,1.32,1.38,1.53,1.21,1.71,9.98,9.69,9.19,9.42,None,1,None,None,1,None,None,None,1,None,None,1,1
14/1/215,9.91,1.22,1.35,9.9,1.92,1.11,9.73,9.31,9.42,None,1,1,None,None,1,1,None,None,None,None,1,1
15/1/215,1.11,9.95,1.15,9.9,1.8,1.2,9.75,9.31,9.42,None,1,1,None,None,1,1,None,None,None,None,1,1
16/1/215,1.4,1.11,1.25,9.9,1.8,1.22,9.75,9.31,9.42,None,1,1,None,None,1,None,None,1,None,None,1,1
19/1/215,1.5,1.2,1.18,9.94,1.71,1.22,9.86,9.24,9.42,None,1,1,None,None,1,None,None,1,None,None,1,1
2/1/215,9.98,1.8,1.18,9.84,1.46,1.19,9.86,9.2,9.42,None,1,1,None,None,1,1,None,None,None,None,1,1
21/1/215,9.97,9.98,1.4,9.92,1.12,1.19,9.86,9.26,9.42,None,1,1,None,None,1,None,1,None,None,None,1,1
22/1/215,1.4,1.3,1.48,9.92,1.32,1.19,9.86,9.34,9.42,None,None,1,None,None,1,1,None,None,None,None,1,1
23/1/215,1.57,1.49,1.75,1.42,1.25,1.3,9.97,9.53,9.42,None,None,1,None,None,1,1,None,None,None,1,None,1
26/1/215,1.59,1.53,1.66,1.51,1.5,1.3,9.97,9.53,9.42,None,None,1,None,None,1,1,None,None,None,1,None,1
27/1/215,1.48,1.56,1.61,1.4,1.29,1.3,9.97,9.55,9.42,None,None,1,None,None,1,1,None,None,None,1,None,1
28/1/215,1.36,1.39,1.52,1.36,1.4,1.3,9.97,9.56,9.42,1,None,None,None,None,1,1,None,None,None,1,None,1
29/1/215,1.11,1.37,1.43,1.11,1.1,1.3,9.97,9.56,9.42,None,None,1,None,None,1,1,None,None,None,1,None,1
3/1/215,1,1.1,1.21,9.91,1.66,1.3,9.97,9.61,9.42,None,1,1,None,None,1,None,None,1,None,1,None,1
3/11/215,1.88,1.43,11.8,1.38,1.65,1.5,1.19,9.61,9.42,1,None,None,None,1,None,1,None,None,None,1,None,1
4/11/215,1.8,11.18,11.22,1.67,1.68,1.57,1.26,9.61,9.41,1,None,None,None,1,None,None,1,None,None,1,None,1
5/11/215,1.73,1.87,1.91,1.67,1.65,1.57,1.26,9.61,9.41,None,None,1,None,1,None,None,1,None,None,1,None,1
6/11/215,1.53,1.67,1.77,1.26,1.54,1.57,1.33,9.57,9.41,1,None,None,None,1,None,1,None,None,None,1,None,1
9/11/215,1.6,1.53,1.75,1.46,1.54,1.57,1.45,9.64,9.4,1,None,None,None,1,None,1,None,None,None,1,None,1
1/11/215,1.73,1.53,1.75,1.43,1.64,1.57,1.53,9.66,9.4,1,None,None,None,1,None,1,None,None,None,1,None,1
11/11/215,1.97,1.79,11.6,1.79,1.21,1.57,1.53,9.72,9.4,None,None,1,None,1,None,None,1,None,None,1,None,1
12/11/215,1.72,1.97,11.1,1.63,1.5,1.57,1.53,9.74,9.4,None,None,1,None,1,None,None,1,None,None,1,None,1
13/11/215,1.53,1.72,1.75,1.43,1.9,1.74,1.53,9.74,9.4,None,None,1,None,1,None,1,None,None,None,1,None,1
16/11/215,1.54,1.45,1.72,1.45,1.4,1.74,1.53,9.78,9.41,None,None,1,None,1,None,1,None,None,None,1,None,1
17/11/215,1.61,1.66,1.81,1.57,9.92,1.68,1.53,9.78,9.41,None,1,None,None,1,None,1,None,None,None,1,None,1
18/11/215,1.88,1.63,1.97,1.59,9.94,1.68,1.53,9.78,9.41,None,1,None,None,1,None,1,None,None,None,1,None,1
19/11/215,1.71,11.2,11.4,1.66,9.9,1.77,1.53,9.83,9.43,None,1,None,None,1,None,1,None,None,None,1,None,1
23/11/215,1.92,1.75,1.97,1.75,9.5,1.77,1.53,9.92,9.43,None,1,None,None,1,None,1,None,None,None,1,None,1
24/11/215,1.8,1.88,11.1,1.77,9.86,1.77,1.53,9.98,9.43,None,1,None,None,1,None,None,1,None,None,1,None,1
25/11/215,1.8,1.7,1.87,1.54,9.85,1.77,1.53,9.98,9.43,None,1,None,None,1,None,1,None,None,None,1,None,1
26/11/215,1.71,1.78,1.88,1.69,9.44,1.74,1.53,1.4,9.43,None,1,None,None,1,None,1,None,None,None,None,1,1
27/11/215,1.46,1.67,1.76,1.38,9.56,1.71,1.57,1.2,9.43,None,1,None,None,1,None,1,None,None,None,None,1,1
3/11/215,1.12,1.28,1.49,1.12,9.54,1.58,1.57,1.2,9.43,None,1,None,None,1,None,None,None,1,None,None,1,0
1/12/215,1.32,1.15,1.37,1.2,9.48,1.53,1.57,1.2,9.43,None,1,None,None,None,1,None,None,1,None,None,1,2
2/12/215,1.25,1.23,1.4,1.13,9.46,1.53,1.57,1.13,9.54,None,1,None,None,None,1,None,None,1,None,None,1,2
3/12/215,1.5,1.62,1.78,1.38,9.66,1.52,1.57,1.13,9.54,None,1,None,None,None,1,1,None,None,None,None,1,2
