Date,Fechamento,Abertura,Maxima,Minima,Chikou,Tekan,Kinju,Senkou A,Senkou B,Chikou,Chikou1,Chikou2,T/K ,T/K 1,T/K 2,Preco X T/K ,Preco X T/K 1,Preco X T/K 2,Kumo ,Kumo 1,Kumo 2,Resultado
4/12/215,1.29,1.35,1.41,1.11,9.46,1.52,1.57,1.13,9.54,None,1,None,None,None,1,None,None,1,None,None,1,2
7/12/215,1.28,1.34,1.43,1.22,9.45,1.45,1.57,1.13,9.54,None,1,None,None,None,1,None,None,1,None,None,1,2
8/12/215,1.1,1.28,1.32,1.6,9.57,1.45,1.57,1.13,9.54,None,1,None,None,None,1,None,None,1,None,None,1,2
9/12/215,1.66,1.3,1.73,1.15,9.32,1.4,1.62,1.13,9.54,None,1,None,None,None,1,1,None,None,None,None,1,2
1/12/215,1.65,1.74,1.74,1.48,9.16,1.4,1.62,1.34,9.71,None,1,None,None,None,1,None,1,None,None,None,1,2
11/12/215,1.68,1.53,1.92,1.53,9.13,1.47,1.56,1.41,9.78,None,1,None,None,None,1,1,None,None,None,None,1,2
14/12/215,1.65,1.78,1.78,1.5,9.4,1.49,1.56,1.41,9.78,None,1,None,None,None,1,None,1,None,None,None,1,2
15/12/215,1.54,1.68,1.78,1.54,9.33,1.49,1.56,1.45,9.78,None,1,None,None,None,1,1,None,None,None,None,1,2
16/12/215,1.54,1.45,1.57,1.24,9.43,1.49,1.56,1.51,1.3,None,1,None,None,None,1,1,None,None,None,1,None,2
17/12/215,1.64,1.73,1.79,1.54,9.33,1.49,1.56,1.55,1.3,None,1,None,None,None,1,None,1,None,None,1,None,2
18/12/215,1.21,1.35,1.51,1.18,9.52,1.49,1.56,1.55,1.3,None,1,None,None,None,1,None,None,1,None,1,None,2
21/12/215,1.5,1.21,1.32,1.2,9.27,1.47,1.53,1.55,1.3,None,1,None,None,None,1,None,None,1,None,1,None,2
22/12/215,1.9,1.7,1.16,1.1,9.44,1.47,1.53,1.64,1.3,None,1,None,None,None,1,None,None,1,None,1,None,2
23/12/215,1.4,1.21,1.27,9.94,9.54,1.43,1.49,1.64,1.3,None,1,1,None,None,1,None,None,1,None,1,None,2
28/12/215,9.92,1.7,1.12,9.86,9.37,1.33,1.45,1.61,1.3,None,1,1,None,None,1,1,None,None,None,1,None,2
29/12/215,9.94,9.96,1.8,9.91,9.39,1.33,1.45,1.61,1.3,None,1,1,None,None,1,None,1,None,None,1,None,2
3/12/215,9.9,9.91,1.7,9.84,9.27,1.32,1.43,1.65,1.3,None,1,1,None,None,1,None,1,None,None,1,None,2
4/1/216,9.5,9.75,9.95,9.48,9.23,1.14,1.25,1.65,1.8,None,None,1,None,None,1,None,1,None,None,1,None,2
5/1/216,9.86,9.54,9.92,9.54,9.44,1,1.2,1.65,1.1,None,None,1,None,None,1,None,1,None,None,1,None,2
6/1/216,9.85,9.78,9.96,9.68,9.5,9.9,1.2,1.65,1.1,None,None,1,None,1,None,1,None,None,None,1,None,2
7/1/216,9.44,9.77,9.79,9.38,9.56,9.83,1.15,1.63,1.2,1,None,None,None,1,None,1,None,None,None,1,None,2
8/1/216,9.56,9.54,9.64,9.49,9.6,9.83,1.15,1.64,1.2,1,None,None,None,1,None,1,None,None,None,1,None,2
11/1/216,9.54,9.62,9.79,9.54,9.59,9.75,1.15,1.57,1.2,1,None,None,None,1,None,1,None,None,None,1,None,2
12/1/216,9.48,9.63,9.68,9.35,1.21,9.72,1.14,1.55,1.2,None,None,1,None,1,None,1,None,None,None,1,None,0
13/1/216,9.46,9.54,9.62,9.33,1.14,9.7,1.13,1.55,1.2,None,None,1,None,1,None,1,None,None,None,1,None,0
14/1/216,9.66,9.51,9.69,9.33,1.16,9.65,1.13,1.54,1.2,None,None,1,None,1,None,1,None,None,None,1,None,1
15/1/216,9.46,9.5,9.6,9.39,1.9,9.65,1.13,1.54,1.2,None,None,1,None,1,None,1,None,None,None,1,None,0
18/1/216,9.45,9.5,9.54,9.39,1.18,9.65,1.13,1.51,1.2,None,None,1,None,1,None,1,None,None,None,1,None,0
19/1/216,9.57,9.66,9.67,9.48,1.56,9.56,1.13,1.51,1.2,None,None,1,None,1,None,None,1,None,None,1,None,1
2/1/216,9.32,9.44,9.54,9.24,11.8,9.52,1.8,1.51,1.2,None,None,1,None,1,None,1,None,None,None,1,None,0
21/1/216,9.16,9.34,9.35,9.16,11.41,9.48,1.4,1.51,1.26,None,None,1,None,1,None,1,None,None,None,1,None,0
22/1/216,9.13,9.25,9.31,9.12,12.22,9.41,9.96,1.52,1.26,None,None,1,None,None,1,None,None,1,None,1,None,0
26/1/216,9.4,9.8,9.11,8.84,13.45,9.27,9.82,1.53,1.26,None,None,1,None,None,1,None,None,1,None,1,None,0
27/1/216,9.33,9.2,9.54,9.1,12.73,9.27,9.82,1.53,1.33,None,None,1,None,None,1,1,None,None,None,1,None,1
28/1/216,9.43,9.4,9.5,9.25,12.79,9.26,9.82,1.53,1.45,None,None,1,None,None,1,1,None,None,None,1,None,1
29/1/216,9.33,9.54,9.64,9.15,13.43,9.26,9.68,1.53,1.53,None,None,1,None,None,1,1,None,None,1,None,None,2
1/2/216,9.52,9.23,9.52,9.22,14.5,9.26,9.58,1.53,1.53,None,None,1,None,None,1,1,None,None,1,None,None,2
2/2/216,9.27,9.38,9.49,9.2,14.36,9.24,9.56,1.5,1.53,None,None,1,None,None,1,1,None,None,None,None,1,2
3/2/216,9.44,9.34,9.44,9.13,13.9,9.24,9.56,1.5,1.53,None,None,1,None,None,1,1,None,None,None,None,1,2
4/2/216,9.54,9.54,9.57,9.3,13.21,9.24,9.48,1.46,1.53,None,None,1,None,None,1,None,1,None,None,None,1,1
5/2/216,9.37,9.53,9.58,9.32,13.53,9.24,9.46,1.39,1.53,None,None,1,None,None,1,1,None,None,None,None,1,2
1/2/216,9.39,9.29,9.49,9.23,14.41,9.33,9.46,1.39,1.53,None,None,1,None,None,1,1,None,None,None,None,1,2
11/2/216,9.27,9.25,9.3,9.9,14.9,9.37,9.4,1.37,1.53,None,None,1,None,None,1,None,None,1,None,None,1,2
12/2/216,9.23,9.32,9.34,9.1,14.18,9.37,9.4,1.19,1.35,None,None,1,None,None,1,None,None,1,None,None,1,2
15/2/216,9.44,9.37,9.44,9.24,14.7,9.34,9.4,1.1,1.35,None,None,1,None,None,1,1,None,None,None,None,1,2
16/2/216,9.5,9.36,9.5,9.23,13.9,9.34,9.32,1.5,1.35,None,None,1,None,1,None,None,1,None,None,None,1,1
17/2/216,9.56,9.5,9.81,9.39,13.93,9.45,9.33,9.99,1.3,None,None,1,None,1,None,None,1,None,None,1,None,1
18/2/216,9.6,9.5,9.65,9.44,14.32,9.45,9.33,9.99,1.3,None,None,1,None,1,None,None,1,None,None,1,None,1
19/2/216,9.59,9.49,9.73,9.39,14.14,9.45,9.33,9.95,1.3,None,None,1,None,1,None,None,1,None,None,1,None,1
22/2/216,1.21,9.84,1.35,9.84,14.25,9.72,9.6,9.93,1.29,None,1,1,None,1,None,1,None,None,None,1,None,1
23/2/216,1.14,1.15,1.32,9.99,13.98,9.72,9.6,9.91,1.28,None,1,1,None,1,None,None,None,1,None,1,None,1
24/2/216,1.16,9.96,1.16,9.81,14.15,9.73,9.6,9.89,1.28,None,1,1,None,1,None,1,None,None,None,1,None,1
25/2/216,1.9,1.4,1.22,9.98,14.2,9.79,9.6,9.89,1.28,None,1,1,None,1,None,None,None,1,None,1,None,1
26/2/216,1.18,1.24,1.36,1.1,14.2,9.8,9.6,9.89,1.28,None,1,None,None,1,None,None,None,1,None,1,None,1
29/2/216,1.56,1.35,1.64,1.18,13.6,1.2,9.74,9.84,1.28,None,1,None,None,None,1,1,None,None,None,1,None,1
1/3/216,11.8,1.64,11.8,1.52,13.77,1.24,9.96,9.8,1.23,None,1,None,None,None,1,1,None,None,None,1,None,1
2/3/216,11.41,11.6,11.48,1.9,14.45,1.44,1.16,9.76,1.19,None,1,None,None,1,None,None,1,None,None,1,None,1
3/3/216,12.22,11.45,12.47,11.31,14.27,11.14,1.66,9.68,1.11,None,1,None,None,1,None,None,1,None,None,1,None,1
4/3/216,13.45,12.62,13.57,12.5,14.59,11.69,11.29,9.54,9.97,None,1,None,None,1,None,None,1,None,None,None,1,1
7/3/216,12.73,13.36,13.53,12.56,15.18,11.69,11.33,9.54,9.97,None,1,None,None,1,None,None,1,None,None,None,1,1
8/3/216,12.79,12.63,13.12,12.61,15.45,11.78,11.33,9.54,9.97,None,1,None,None,1,None,None,1,None,None,None,1,1
9/3/216,13.43,13,13.61,12.82,15.54,11.86,11.35,9.47,9.97,None,1,None,None,1,None,1,None,None,None,None,1,1
1/3/216,14.5,13.63,14.33,13.46,14.97,12.26,11.71,9.42,9.97,None,1,None,None,1,None,None,1,None,None,None,1,1
11/3/216,14.36,14.9,14.49,13.45,15.26,12.51,11.79,9.4,9.94,None,1,None,None,1,None,None,1,None,None,None,1,1
14/3/216,13.9,14.54,14.93,13.87,15.59,12.92,12.1,9.4,9.94,None,1,None,None,1,None,None,1,None,None,None,1,1
15/3/216,13.21,13.41,13.72,13.13,15.38,13.12,12.1,9.36,9.94,None,1,None,None,1,None,None,1,None,None,None,1,1
16/3/216,13.53,13.3,13.53,12.96,15.17,13.72,12.1,9.35,9.94,None,1,None,None,1,None,1,None,None,None,None,1,1
17/3/216,14.41,14.8,14.84,14.27,15.22,13.75,12.1,9.39,9.94,None,1,None,None,1,None,None,1,None,None,None,1,1
18/3/216,14.9,14.53,14.61,13.97,16.4,13.77,12.2,9.38,9.93,None,1,None,None,1,None,None,1,None,None,None,1,1
21/3/216,14.18,14.11,14.27,14.3,16.35,13.88,12.8,9.38,9.93,None,1,None,None,1,None,None,1,None,None,None,1,1
22/3/216,14.7,14.8,14.46,13.99,15.62,13.95,12.8,9.37,9.88,None,1,None,None,1,None,None,1,None,None,None,1,1
23/3/216,13.9,13.89,14.19,13.7,15.58,13.95,12.16,9.33,9.88,None,1,None,None,1,None,1,None,None,None,None,1,1
24/3/216,13.93,13.66,14,13.53,15.23,13.95,12.16,9.39,9.88,None,1,None,None,1,None,1,None,None,None,None,1,1
28/3/216,14.32,14.32,14.4,14.5,15.21,13.9,12.16,9.39,9.88,None,1,None,None,1,None,None,1,None,None,None,1,1
29/3/216,14.14,14.4,14.48,14.1,15.4,13.9,12.37,9.39,9.88,None,1,None,None,1,None,None,1,None,None,None,1,1
3/3/216,14.25,14.31,14.54,13.96,14.98,14.19,12.37,9.66,9.88,None,1,None,None,1,None,None,1,None,None,None,1,1
31/3/216,13.98,14.2,14.25,13.73,15.2,14.7,12.37,9.66,9.88,None,1,None,None,1,None,1,None,None,None,None,1,1
1/4/216,14.15,13.71,14.33,13.71,15.89,14.4,12.46,9.66,9.88,None,1,None,None,1,None,1,None,None,None,None,1,1
4/4/216,14.2,14.1,14.2,13.82,15.98,14.4,12.52,9.69,9.88,None,1,None,None,1,None,1,None,None,None,None,1,1
5/4/216,14.2,13.84,14.39,13.76,16.43,14.4,12.56,9.7,9.88,None,1,None,None,1,None,1,None,None,None,None,1,1
6/4/216,13.6,13.93,14.11,13.52,16.13,14.3,12.73,9.88,9.88,None,1,None,None,1,None,1,None,None,1,None,None,1
7/4/216,13.77,13.77,13.81,13.54,15.95,14.3,12.92,1.1,9.96,None,1,None,None,1,None,1,None,None,None,None,1,1
8/4/216,14.45,14.36,14.96,14.18,15.18,14.24,13.14,1.3,1.16,None,1,None,None,1,None,None,1,None,None,1,None,1
11/4/216,14.27,14.68,14.88,13.99,15.1,14.24,13.73,1.9,1.66,None,1,None,None,1,None,None,1,None,None,1,None,1
12/4/216,14.59,14.43,14.64,14.23,15,14.24,13.76,11.49,11.21,None,None,1,None,1,None,None,1,None,None,1,None,1
13/4/216,15.18,14.95,15.32,14.67,14.91,14.42,13.97,11.51,11.21,1,None,None,None,1,None,None,1,None,None,1,None,1
14/4/216,15.45,15.18,15.62,14.96,14.77,14.57,14.22,11.55,11.21,None,None,1,None,1,None,None,1,None,None,1,None,1
15/4/216,15.54,15.52,15.74,15.39,14.78,14.63,14.35,11.6,11.23,None,None,1,None,1,None,None,1,None,None,1,None,1
18/4/216,14.97,15.54,15.54,14.82,14.71,14.63,14.35,11.98,11.59,None,None,1,None,1,None,None,1,None,None,1,None,1
19/4/216,15.26,15.1,15.43,14.91,14.8,14.64,14.35,12.15,11.67,None,None,1,None,1,None,None,1,None,None,1,None,1
2/4/216,15.59,15,15.64,15,14.63,14.87,14.35,12.46,11.89,1,None,None,None,1,None,1,None,None,None,1,None,1
22/4/216,15.38,15.27,15.45,15.1,14.56,14.87,14.35,12.57,11.89,None,None,1,None,1,None,None,1,None,None,1,None,1
25/4/216,15.17,15.34,15.35,15.5,14.67,14.99,14.63,12.86,11.89,None,None,1,None,1,None,None,1,None,None,1,None,1
26/4/216,15.22,15.21,15.33,14.93,14.81,15.21,14.63,12.88,11.89,None,None,1,None,1,None,1,None,None,None,1,None,1
27/4/216,16.4,15.15,16.11,15.14,15.21,15.47,14.82,12.89,11.89,1,None,None,None,1,None,1,None,None,None,1,None,1
28/4/216,16.35,16.13,16.54,15.87,15.3,15.68,15.3,12.98,11.89,None,None,1,None,1,None,None,1,None,None,1,None,1
29/4/216,15.62,16.36,16.41,15.47,14.83,15.68,15.3,13.1,11.89,None,None,1,None,1,None,1,None,None,None,1,None,1
2/5/216,15.58,15.59,15.78,15.46,15.36,15.73,15.3,13.5,11.89,None,None,1,None,1,None,1,None,None,None,1,None,1
3/5/216,15.23,15.5,15.63,15.16,15.36,15.74,15.3,13.5,11.89,1,None,None,None,1,None,1,None,None,None,1,None,1
4/5/216,15.21,15.18,15.42,15.15,14.75,15.74,15.3,13.3,11.89,None,None,1,None,1,None,1,None,None,None,1,None,1
5/5/216,15.4,15.36,15.4,14.95,14.54,15.74,15.3,13.14,11.89,None,None,1,None,1,None,1,None,None,None,1,None,1
6/5/216,14.98,15.1,15.6,14.64,14.46,15.59,15.3,13.28,11.89,None,None,1,None,1,None,None,None,1,None,1,None,0
9/5/216,15.2,14.88,15.13,14.53,14.8,15.54,15.3,13.22,11.89,1,None,None,None,1,None,None,None,1,None,1,None,1
1/5/216,15.89,15.27,16.5,15.19,14.75,15.54,15.3,13.25,11.89,None,None,1,None,1,None,1,None,None,None,1,None,1
11/5/216,15.98,16.26,16.43,15.68,14.69,15.48,15.3,13.28,11.89,None,None,1,None,1,None,None,1,None,None,1,None,1
12/5/216,16.43,16.6,16.57,15.95,15.22,15.55,15.5,13.3,11.89,None,None,1,None,1,None,None,1,None,None,1,None,1
13/5/216,16.13,16.34,16.57,15.9,15.48,15.55,15.6,13.38,11.89,None,None,1,None,1,None,None,1,None,None,1,None,1
16/5/216,15.95,15.96,16.19,15.76,15.52,15.55,15.28,13.47,11.89,None,None,1,None,1,None,None,1,None,None,1,None,1
17/5/216,15.18,16,16.8,15.9,15.74,15.55,15.28,13.69,11.9,1,None,None,None,1,None,None,None,1,None,1,None,1
18/5/216,15.1,15.7,15.3,14.82,15.46,15.55,15.4,13.99,11.9,None,1,None,None,1,None,None,None,1,None,1,None,1
19/5/216,15,14.88,15.4,14.77,15.29,15.55,15.55,14,11.99,None,1,None,1,None,None,None,None,1,None,None,1,1
2/5/216,14.91,15.13,15.29,14.84,15.68,15.67,15.55,14.19,12.21,None,1,None,None,1,None,None,None,1,None,1,None,1
23/5/216,14.77,14.56,14.93,14.41,15.73,15.49,15.49,14.4,12.36,None,1,None,1,None,None,None,None,1,None,1,None,1
24/5/216,14.78,14.87,15.1,14.62,16.46,15.49,15.49,14.49,12.42,None,1,None,1,None,None,None,None,1,None,1,None,1
25/5/216,14.71,14.89,15.3,14.58,16.37,15.49,15.49,14.49,12.42,None,1,None,1,None,None,None,None,1,None,1,None,1
27/5/216,14.8,14.81,14.85,14.58,16.46,15.3,15.49,14.5,12.42,None,1,None,None,None,1,None,None,1,None,1,None,0
3/5/216,14.63,14.69,14.8,14.61,16.14,15.25,15.49,14.61,12.42,None,1,None,None,None,1,None,None,1,None,1,None,0
31/5/216,14.56,14.58,14.78,14.39,16,14.85,15.48,14.61,12.42,None,None,1,None,None,1,None,None,1,None,1,None,0
1/6/216,14.67,14.5,14.71,14.44,16.12,14.84,15.48,14.81,12.42,None,1,None,None,None,1,None,None,1,None,1,None,0
2/6/216,14.81,14.65,14.95,14.59,16.59,14.84,15.48,14.92,12.42,None,1,None,None,None,1,None,None,1,None,1,None,0
3/6/216,15.21,14.76,15.27,14.65,16.84,14.83,15.48,15.14,12.61,None,1,None,None,None,1,1,None,None,None,1,None,1
6/6/216,15.3,15.3,15.31,14.97,17.1,14.85,15.48,15.36,12.89,None,1,None,None,None,1,1,None,None,None,1,None,1
7/6/216,14.83,14.93,15.2,14.61,17.48,14.85,15.48,15.36,12.89,None,1,None,None,None,1,1,None,None,None,1,None,1
8/6/216,15.36,14.93,15.47,14.88,18.12,14.93,15.48,15.38,12.97,None,1,None,None,None,1,1,None,None,None,1,None,1
9/6/216,15.36,15.31,15.46,15.2,18.38,14.93,15.48,15.38,12.97,None,1,None,None,None,1,1,None,None,None,1,None,1
1/6/216,14.75,15.2,15.32,14.75,18.62,14.93,15.48,15.38,12.97,None,1,None,None,None,1,1,None,None,None,1,None,1
13/6/216,14.54,14.6,14.67,14.49,18.47,14.96,15.48,15.38,13.18,None,1,None,None,None,1,None,None,1,None,1,None,0
14/6/216,14.46,14.53,14.54,14.8,17.69,14.78,15.33,15.31,13.18,None,1,None,None,None,1,None,None,1,None,1,None,0
15/6/216,14.8,14.44,15.11,14.28,17.69,14.78,15.33,15.28,13.18,None,1,None,None,None,1,1,None,None,None,1,None,1
16/6/216,14.75,14.64,14.75,14.46,17.66,14.78,15.33,15.28,13.26,None,1,None,None,None,1,None,None,1,None,1,None,0
17/6/216,14.69,14.89,14.92,14.67,17.55,14.78,15.33,15.26,13.32,None,1,None,None,None,1,1,None,None,None,1,None,1
2/6/216,15.22,15,15.4,14.93,17.45,14.78,15.33,15.3,13.38,None,1,None,None,None,1,1,None,None,None,1,None,1
21/6/216,15.48,15.21,15.59,15.1,17.25,14.84,15.14,15.3,13.55,None,1,None,None,None,1,None,1,None,None,1,None,1
22/6/216,15.52,15.45,15.86,15.2,17.55,14.97,15.8,15.42,13.74,None,1,None,None,None,1,None,1,None,None,1,None,1
23/6/216,15.74,15.57,15.89,15.36,17.45,14.99,14.99,15.42,13.94,None,1,None,1,None,None,None,1,None,None,1,None,1
24/6/216,15.46,15.9,15.62,14.95,17.16,14.99,14.99,15.48,14.54,None,1,None,1,None,None,None,1,None,None,1,None,1
27/6/216,15.29,15.27,15.53,15.3,16.7,15.9,14.99,15.55,14.57,None,1,None,None,1,None,None,1,None,None,1,None,1
28/6/216,15.68,15.49,15.76,15.47,16.64,15.18,14.99,15.61,14.59,None,1,None,None,1,None,None,1,None,None,1,None,1
29/6/216,15.73,15.86,16.11,15.73,17.37,15.39,15.1,15.49,14.7,None,1,None,None,1,None,None,1,None,None,1,None,1
3/6/216,16.46,15.78,16.46,15.78,17.48,15.7,15.27,15.49,14.77,None,1,None,None,1,None,None,1,None,None,1,None,1
1/7/216,16.37,16.46,16.46,16.19,17.13,15.71,15.27,15.49,14.77,None,1,None,None,1,None,None,1,None,None,1,None,1
4/7/216,16.46,16.46,16.61,16.28,17.4,15.78,15.35,15.4,14.77,None,1,None,None,1,None,None,1,None,None,1,None,1
5/7/216,16.14,16.37,16.37,15.97,17.7,15.78,15.35,15.37,14.77,None,1,None,None,1,None,None,1,None,None,1,None,1
6/7/216,16,15.92,16.23,15.76,17.51,15.78,15.35,15.16,14.77,None,1,None,None,1,None,1,None,None,None,1,None,1
7/7/216,16.12,16.2,16.28,15.92,17.69,15.82,15.35,15.16,15.5,None,1,None,None,1,None,None,1,None,None,1,None,1
8/7/216,16.59,16.37,16.66,16.27,17.15,16.7,15.37,15.16,15.5,None,1,None,None,1,None,None,1,None,None,1,None,1
11/7/216,16.84,16.69,16.91,16.66,16.91,16.32,15.5,15.16,15.5,None,None,None,None,1,None,None,1,None,None,1,None,1
12/7/216,17.1,16.91,17.28,16.87,17.15,16.52,15.68,15.17,15.5,1,None,None,None,1,None,None,1,None,None,1,None,1
13/7/216,17.48,17.14,17.64,17.8,16.78,16.7,15.86,15.17,15.5,None,None,1,None,1,None,None,1,None,None,1,None,1
14/7/216,18.12,17.74,18.29,17.58,16.73,17.3,16.19,15.21,15.5,None,None,1,None,1,None,None,1,None,None,1,None,1
15/7/216,18.38,18.6,18.61,18.4,16.41,17.19,16.35,15.21,15.5,None,None,1,None,1,None,None,1,None,None,1,None,1
18/7/216,18.62,18.37,18.68,18.27,16.57,17.22,16.38,15.21,15.5,None,None,1,None,1,None,None,1,None,None,1,None,1
19/7/216,18.47,18.56,18.98,18.1,16.55,17.45,16.53,15.22,15.5,None,None,1,None,1,None,None,1,None,None,1,None,1
2/7/216,17.69,18.51,18.56,17.65,16.62,17.63,16.63,15.5,15.5,None,None,1,None,1,None,None,1,None,1,None,None,1
21/7/216,17.69,17.74,18.1,17.55,16.54,17.82,16.72,15.5,15.5,None,None,1,None,1,None,1,None,None,1,None,None,1
22/7/216,17.66,17.87,17.97,17.64,16.44,17.93,16.83,15.5,15.5,None,None,1,None,1,None,1,None,None,1,None,None,1
25/7/216,17.55,17.69,17.85,17.34,16.66,18.3,16.96,15.5,15.5,None,None,1,None,1,None,1,None,None,1,None,None,1
26/7/216,17.45,17.48,17.55,17.44,16.49,18.16,16.97,15.5,15.5,None,None,1,None,1,None,1,None,None,1,None,None,1
27/7/216,17.25,17.52,17.77,17.25,15.98,18.12,16.97,14.99,15.6,None,None,1,None,1,None,1,None,None,None,None,1,2
28/7/216,17.55,17.2,17.64,17.13,16.55,18.6,16.97,15.3,15.28,None,None,1,None,1,None,1,None,None,None,None,1,2
29/7/216,17.45,17.6,17.76,17.37,16.48,18.6,16.97,14.99,15.28,None,None,1,None,1,None,1,None,None,None,None,1,2
1/8/216,17.16,17.6,17.62,17.1,16.54,17.79,17.1,14.99,15.33,None,None,1,None,1,None,1,None,None,None,None,1,2
2/8/216,16.7,16.98,17.6,16.59,16.33,17.3,17.23,15.4,15.33,None,None,1,None,1,None,None,None,1,None,None,1,2
3/8/216,16.64,16.59,16.89,16.28,15.58,17.13,17.36,15.8,15.33,None,None,1,None,None,1,None,None,1,None,None,1,2
4/8/216,17.37,16.8,17.58,16.65,15.62,17.7,17.37,15.24,15.33,None,None,1,None,None,1,1,None,None,None,None,1,2
5/8/216,17.48,17.49,17.61,17.23,15.1,17.3,17.37,15.48,15.33,None,None,1,None,None,1,None,1,None,None,1,None,2
8/8/216,17.13,17.54,17.54,17,15.25,17.3,17.37,15.49,15.33,1,None,None,None,None,1,1,None,None,None,1,None,2
9/8/216,17.4,17.16,17.66,17.2,15.79,17.2,17.37,15.56,15.35,None,None,1,None,None,1,1,None,None,None,1,None,2
1/8/216,17.7,17.55,17.55,17.2,15.67,17.2,17.37,15.56,15.35,None,None,1,None,None,1,1,None,None,None,1,None,2
11/8/216,17.51,17.2,17.59,17.2,15.75,16.97,17.45,15.56,15.35,None,None,1,None,None,1,1,None,None,None,1,None,2
12/8/216,17.69,17.51,17.73,17.39,15.69,17.1,17.63,15.58,15.35,None,None,1,None,None,1,1,None,None,None,1,None,2
15/8/216,17.15,17.82,17.83,17.11,15.82,17.6,17.63,15.72,15.37,None,None,1,None,None,1,1,None,None,None,1,None,2
16/8/216,16.91,17.14,17.14,16.7,15.9,17.24,17.63,15.91,15.5,None,None,1,None,None,1,None,None,1,None,1,None,2
17/8/216,17.15,16.99,17.25,16.79,15.64,17.27,17.63,16.1,15.68,None,None,1,None,None,1,None,None,1,None,1,None,2
18/8/216,16.78,16.99,17.12,16.58,15.39,17.21,17.63,16.28,15.86,None,None,1,None,None,1,None,None,1,None,1,None,2
19/8/216,16.73,16.69,16.76,16.46,15.5,17.15,17.63,16.61,16.19,None,None,1,None,None,1,None,None,1,None,1,None,2
22/8/216,16.41,16.71,16.82,16.3,15.64,17.7,17.63,16.77,16.35,None,None,1,None,None,1,None,None,1,None,1,None,2
23/8/216,16.57,16.48,16.71,16.44,15.3,17.7,17.63,16.8,16.38,None,None,1,None,None,1,None,None,1,None,1,None,2
24/8/216,16.55,16.38,16.7,16.19,15.47,17.1,17.38,16.99,16.53,None,None,1,None,None,1,None,None,1,None,1,None,2
25/8/216,16.62,16.6,16.93,16.45,16.2,17.1,17.1,17.13,16.53,None,None,1,None,None,1,None,None,1,None,1,None,2
26/8/216,16.54,16.74,17.1,16.36,15.88,16.72,17.8,17.27,16.53,None,None,1,None,None,1,1,None,None,None,1,None,2
29/8/216,16.44,16.52,16.66,16.4,16.5,16.72,17.2,17.38,16.53,None,None,1,None,None,1,None,None,1,None,1,None,2
3/8/216,16.66,16.47,16.68,16.2,16.11,16.57,16.93,17.49,16.53,1,None,None,None,None,1,1,None,None,None,1,None,2
31/8/216,16.49,16.7,16.78,16.15,16.39,16.52,16.93,17.56,16.53,1,None,None,None,None,1,1,None,None,None,1,None,2
1/9/216,15.98,16.44,16.53,15.84,16.5,16.43,16.84,17.54,16.53,1,None,None,None,None,1,1,None,None,None,1,None,2
2/9/216,16.55,16.2,16.56,16,16.1,16.43,16.84,17.51,16.53,1,None,None,None,None,1,1,None,None,None,1,None,2
5/9/216,16.48,16.65,16.66,16.31,16.19,16.43,16.84,17.51,16.53,None,None,1,None,None,1,1,None,None,None,1,None,2
6/9/216,16.54,16.56,16.6,16.34,16.29,16.43,16.84,17.4,16.53,None,None,1,None,None,1,1,None,None,None,1,None,2
8/9/216,16.33,16.31,16.47,16.18,16.38,16.43,16.84,17.26,16.53,1,None,None,None,None,1,None,None,1,None,1,None,2
9/9/216,15.58,16.1,16.2,15.42,16.41,16.1,16.63,17.24,16.53,None,1,None,None,None,1,None,None,1,None,1,None,0
12/9/216,15.62,15.52,15.69,15.34,16.78,16.6,16.59,17.22,16.53,None,1,None,None,None,1,None,None,1,None,1,None,0
13/9/216,15.1,15.34,15.36,14.91,17.12,15.85,16.37,17.2,16.53,None,1,None,None,None,1,None,None,1,None,1,None,0
14/9/216,15.25,15.1,15.26,14.91,17.12,15.79,16.37,17.2,16.53,None,1,None,None,None,1,None,None,1,None,1,None,0
15/9/216,15.79,15.25,15.91,15.17,17.18,15.79,16.37,17.2,16.53,None,1,None,None,None,1,1,None,None,None,1,None,1
16/9/216,15.67,15.75,15.86,15.34,16.94,15.79,16.37,17.2,16.53,None,1,None,None,None,1,None,None,1,None,1,None,0
19/9/216,15.75,15.69,15.86,15.57,16.98,15.76,16.37,17.21,16.53,None,1,None,None,None,1,None,None,1,None,1,None,0
2/9/216,15.69,15.79,15.83,15.58,17.3,15.69,16.37,17.32,16.53,None,1,None,None,None,1,1,None,None,None,1,None,1
21/9/216,15.82,15.75,15.98,15.3,16.85,15.47,16.8,17.34,16.53,None,1,None,None,None,1,1,None,None,None,1,None,1
22/9/216,15.9,15.97,16.18,15.81,17.31,15.55,16.8,17.44,16.53,None,1,None,None,None,1,1,None,None,None,1,None,1
23/9/216,15.64,16.2,16.2,15.45,16.8,15.55,16.2,17.45,16.53,None,1,None,None,None,1,1,None,None,None,1,None,1
26/9/216,15.39,15.51,15.57,15.29,16.31,15.55,15.96,17.42,16.53,None,1,None,None,None,1,None,None,1,None,1,None,0
27/9/216,15.5,15.39,15.69,15.7,16.19,15.63,15.96,17.39,16.53,None,1,None,None,None,1,None,None,1,None,1,None,0
28/9/216,15.64,15.57,15.78,15.39,17.8,15.63,15.96,17.35,16.53,None,1,None,None,None,1,1,None,None,None,1,None,1
29/9/216,15.3,15.69,15.72,15.3,16.94,15.63,15.96,17.35,16.53,None,1,None,None,None,1,1,None,None,None,1,None,1
