Fechamento,Abertura,Maxima,Minima,Chikou,Tekan,Kinju,Senkou A,Senkou B,Chikou0,Chikou1,Chikou2,T/K 0,T/K 1,T/K 2,Preco X T/K 0,Preco X T/K 1,Preco X T/K 2,Kumo 0,Kumo 1,Kumo 2,Resultado
105.12,107.77,105,106.22,133.09,102.38,96.99,83.02,99.53,0,1,0,0,1,0,0,1,0,0,1,0,0
106.72,107.38,105.56,106.75,135.14,103.38,97.48,82.41,99.53,0,1,0,0,1,0,0,1,0,0,1,0,0
106.75,106.75,106.75,106.75,138.63,105.38,98.07,83.18,99.53,0,1,0,0,1,0,0,1,0,0,1,0,0
106.75,106.75,101.26,103,135.61,104.88,98.07,83.18,99.53,0,1,0,0,1,0,0,1,0,0,1,0,0
103.07,105.75,101.94,102.8,136.53,104.78,98.07,84.82,99.53,0,1,0,0,1,0,1,0,0,0,1,0,0
102.8,103.9,102.41,103,126.76,104.78,98.07,85.95,99.53,0,1,0,0,1,0,1,0,0,0,1,0,0
103,105.19,102.75,105,126.49,104.78,98.07,87.2,99.53,0,1,0,0,1,0,1,0,0,0,1,0,0
105,108,103.5,106.64,118.89,104.78,98.07,87.2,98.05,0,1,0,0,1,0,0,1,0,0,1,0,0
106.99,109.35,104.65,109,124.13,104.78,98.07,89.4,98.05,0,1,0,0,1,0,0,1,0,0,1,0,0
109.56,115,108,112.56,121.86,105.4,98.7,89.1,98.05,0,1,0,0,1,0,0,1,0,0,1,0,0
112.56,113.25,109,109.99,127.27,105.9,99.88,89.2,97.82,0,1,0,0,1,0,0,1,0,0,1,0,0
110,112.3,108.52,108.99,125.89,105.9,100.31,89.2,97.82,0,1,0,0,1,0,0,1,0,0,1,0,0
108.99,113.75,108.22,113.5,135.55,105.9,101.56,88.78,97.82,0,1,0,0,1,0,0,1,0,0,1,0,0
112.75,114.69,112,113.5,132.83,107.5,103.06,87.55,94.17,0,1,0,0,1,0,0,1,0,0,1,0,0
113.38,123.06,111.77,119,135.01,108.5,103.06,87.55,94.17,0,1,0,0,1,0,0,1,0,0,1,0,0
119,123.01,117.51,121.2,129.4,112.08,105.82,87.55,94.17,0,1,0,0,1,0,0,1,0,0,1,0,0
121.21,124.91,119.68,123.3,130.86,114.34,106.9,87.5,94.17,0,1,0,0,1,0,0,1,0,0,1,0,0
123.3,123.5,120.6,121.15,131.59,114.8,110.18,87.5,92.84,0,1,0,0,1,0,0,1,0,0,1,0,0
122,122,118.44,118.5,131.71,114.8,110.9,87.5,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
118.51,121.39,118.02,120.05,131.37,114.8,111.7,89.02,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
119.6,122.99,119.17,122.11,129.7,117.05,111.7,90.25,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
122.11,122.75,119.93,120.06,126.95,117.05,111.7,93.04,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
120.07,127.24,120.07,126.5,127.87,119.55,111.7,94.11,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
126.48,127.32,122.62,122.62,128.98,120.56,112.71,94.6,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
122.62,123.7,122.21,122.39,126.05,120.56,112.71,94.64,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
122.35,135.75,120.99,133.49,127.38,120.56,112.71,97.16,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
133.09,140.89,132.72,135.35,128.21,125.61,117.76,99.69,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
135.14,145.81,134.81,138.34,128.94,127.43,118.81,100.43,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
138.63,146.5,134.89,135.85,133.77,127.48,118.85,101.72,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
135.61,138.34,133,136.77,134.9,127.48,118.85,101.47,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
136.53,144.5,123.61,126.74,137.15,128.64,118.95,101.42,88.06,0,1,0,0,1,0,0,1,0,0,1,0,0
126.76,131.44,121.83,126.43,132.68,128.64,119.95,101.42,88.06,0,1,0,0,1,0,1,0,0,0,1,0,0
126.49,127.34,119.15,119.15,132.05,127.02,120.77,101.42,88.06,0,1,0,0,1,0,1,0,0,0,1,0,0
118.89,125.94,118.46,124.15,114.45,127.02,121.94,101.42,87.97,0,1,0,0,1,0,1,0,0,0,1,0,0
124.13,124.72,120.49,121.66,123.41,127.02,121.94,101.42,87.59,0,1,0,0,1,0,1,0,0,0,1,0,0
121.86,129.06,119.75,127.11,128.63,127.02,121.94,102.05,88.22,0,1,0,0,1,0,1,0,0,0,1,0,0
127.27,129.74,125.9,125.91,128.36,127.02,121.94,102.89,88.72,0,1,0,0,1,0,0,1,0,0,1,0,0
125.89,137.83,123.27,135.25,129.43,126.08,124.2,103.1,88.72,0,1,0,0,1,0,1,0,0,0,1,0,0
135.55,136.08,131.81,133.13,126.74,125.48,124.2,103.73,88.72,0,1,0,0,1,0,0,1,0,0,1,0,0
132.83,137.58,132.27,134.98,125.85,125.71,126.7,105.28,90.22,0,1,0,0,0,1,0,1,0,0,1,0,0
135.01,135.85,128.87,129.22,130.67,125.71,126.7,105.78,90.22,0,1,0,0,0,1,0,1,0,0,1,0,0
129.4,131.44,128.26,130.37,130.75,126.97,126.7,108.95,92.97,0,1,0,0,1,0,0,1,0,0,1,0,0
130.86,132.72,129.77,131.72,130.9,126.97,126.7,110.62,94.06,0,1,0,0,1,0,0,1,0,0,1,0,0
131.59,132.76,124.89,131.66,135.19,129.09,126.7,112.49,94.52,0,1,0,0,1,0,0,1,0,0,1,0,0
131.71,133.2,130.54,131.47,139.27,129.09,127.02,112.85,94.52,0,1,0,0,1,0,0,1,0,0,1,0,0
131.37,131.77,128.45,129.65,140.77,130.75,127.02,113.25,94.52,0,1,0,0,1,0,0,1,0,0,1,0,0
129.7,135.62,126.68,127.04,145.65,129.66,127.02,114.38,94.52,0,1,0,0,1,0,0,1,0,0,1,0,0
126.95,128.61,126.24,127.43,142.41,129.66,127.02,114.38,95.44,0,1,0,0,1,0,1,0,0,0,1,0,0
127.87,133.94,126.59,129.12,146.37,128.79,127.02,115.63,97.58,0,1,0,0,1,0,1,0,0,0,1,0,0
128.98,132.72,125.66,125.95,155.91,128.25,127.02,116.64,99.57,0,1,0,0,1,0,0,1,0,0,1,0,0
126.05,127.46,125.39,127.25,171.66,128.25,127.02,116.64,99.66,0,1,0,0,1,0,1,0,0,0,1,0,0
127.38,129.69,127.33,128.22,174.8,128.25,127.02,116.64,104.69,0,1,1,0,1,0,1,0,0,0,1,0,0
128.21,134.93,127.32,128.38,182.65,128.25,127.02,121.69,110.85,0,0,1,0,1,0,1,0,0,0,1,0,0
128.94,134.74,128.49,133.78,193.36,127.22,127.02,123.12,112.1,0,0,1,0,1,0,0,1,0,0,1,0,0
133.77,135.63,132.56,134.78,214.3,129.26,126.08,123.16,112.14,0,0,1,0,1,0,0,1,0,0,1,0,0
134.9,140.61,134.71,137.34,197.69,130.33,126.93,123.16,112.14,0,1,1,0,1,0,0,1,0,0,1,0,0
137.15,138.35,130.27,133,187.45,130.33,126.93,123.79,112.14,0,1,0,0,1,0,0,1,0,0,1,0,0
132.68,134.63,131.55,132.18,176.6,130.33,126.93,124.29,112.14,0,1,0,0,1,0,0,1,0,0,1,0,0
132.05,133.59,102.25,114.13,196.21,124.42,124.42,123.89,112.14,0,1,0,1,0,0,0,1,0,0,1,0,0
114.45,123.63,111.82,123.63,198.55,124.42,124.42,124.48,112.14,0,0,1,1,0,0,1,0,1,0,1,0,0
123.41,130.09,123.41,129.01,204.39,124.42,124.42,124.48,112.14,0,1,0,1,0,0,1,0,0,0,1,0,0
128.63,130.44,128.03,128.55,199.83,124.42,124.42,124.48,112.14,0,1,0,1,0,0,0,1,0,0,1,0,0
128.36,129.66,126.15,129,203.9,124.42,124.42,124.48,112.83,0,1,0,1,0,0,0,1,0,0,1,0,0
129.43,130.27,126.36,126.94,205.81,124.42,124.42,125.14,113.25,0,1,1,1,0,0,0,1,0,0,1,0,0
126.74,127.47,124.71,126,205.99,122.84,124.42,124.84,114.51,0,0,1,0,0,1,0,1,0,0,0,1,1
125.85,131.75,125.58,130.69,214.66,122.84,124.42,126.2,114.51,0,0,1,0,0,1,0,1,0,0,0,1,1
130.67,131.5,129.26,130.59,229.21,121.7,124.42,126.2,114.51,0,1,0,0,0,1,0,1,0,0,0,1,1
130.75,131.81,129.64,130.9,244.78,126.64,124.42,126.83,114.51,0,1,0,0,1,0,0,1,0,0,1,0,0
130.9,135.66,130.56,135.19,261.68,128.28,124.42,126.83,114.51,0,1,1,0,1,0,0,1,0,0,1,0,0
135.19,138.66,134.55,138.13,297.85,130.28,124.42,127.89,117.33,0,1,0,0,1,0,0,1,0,0,1,0,0
139.27,144.12,138.9,140.52,338.58,132.45,126.52,128.06,118.05,0,1,0,0,1,0,0,1,0,0,1,0,0
140.77,145.39,139.13,145.24,348.82,132.57,126.63,128.88,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
145.65,152.23,142.43,142.55,325.41,134.22,128.28,128.34,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
142.41,147.42,142.41,146.25,343.06,136.51,128.28,128.34,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
146.37,155.96,145.57,155.96,360.97,138.08,129.85,127.91,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
155.91,177.48,155.7,172.42,406.41,143.3,134.92,127.63,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
171.66,174.91,168.95,174.61,419.41,152.07,141.54,127.63,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
174.8,184.82,174.8,182.21,417.28,156.47,144.47,127.63,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
182.65,196.27,182.65,193.76,440.96,161.59,148.39,127.63,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
193.36,213.62,192.38,213.62,496.58,167.47,153.26,127.12,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
214.3,217.42,168.52,198.23,712.76,167.47,153.26,127.67,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
197.69,198.87,168.5,186.69,577.98,169.32,153.26,128.63,118.85,0,1,0,0,1,0,0,1,0,0,1,0,0
187.45,188.41,175.75,177.32,594.32,174.17,153.26,128.63,118.95,0,1,0,0,1,0,0,1,0,0,1,0,0
176.6,196.44,176.6,196.44,724.07,182.4,153.26,128.63,119.95,0,1,0,0,1,0,1,0,0,0,1,0,0
196.21,198.62,192.06,198.55,771.7,183.5,158.01,124.42,120.77,0,1,0,0,1,0,0,1,0,0,1,0,0
198.55,204.79,198.55,204.39,795.63,187.94,162.28,124.42,121.94,0,1,0,0,1,0,0,1,0,0,1,0,0
204.39,209.16,199.97,199.97,773.02,188.65,162.99,124.42,121.94,0,1,0,0,1,0,0,1,0,0,1,0,0
199.83,205.18,198.85,204,805.73,188.65,162.99,124.42,121.94,0,1,0,0,1,0,0,1,0,0,1,0,0
203.9,206.65,202.13,206.18,923.85,189.73,164.07,124.42,121.94,0,1,0,0,1,0,0,1,0,0,1,0,0
205.81,207.76,201.65,206.22,1003.38,189.73,164.07,124.42,124.2,0,1,0,0,1,0,0,1,0,0,1,0,0
205.99,215.05,203.99,215.05,1042.01,190.66,167.29,123.63,124.2,0,1,0,0,1,0,0,1,0,0,1,0,0
214.66,231.01,213.94,229.1,1129.37,205.19,172.27,123.63,124.51,0,1,0,0,1,0,0,1,0,0,1,0,0
229.21,250.66,226.22,245.24,1128.92,212.39,178.56,123.06,124.51,0,1,0,0,1,0,0,1,0,0,1,0,0
244.78,263,244.78,262.5,951.42,222.38,189.99,125.53,124.51,0,1,0,0,1,0,0,1,0,0,1,0,0
261.68,304.17,261.55,296.41,1046.4,230.76,199.84,126.35,124.51,0,1,0,0,1,0,0,1,0,0,1,0,0
297.85,338.66,296.93,338.11,1077.58,250.47,218.73,127.35,124.51,0,1,0,0,1,0,0,1,0,0,1,0,0
338.58,370.82,319.71,339.11,1152.73,262.95,231.13,129.48,126.52,0,1,0,0,1,0,0,1,0,0,1,0,0
348.82,350.7,277.24,326.62,1042.38,262.97,231.13,129.6,126.63,0,1,0,0,1,0,0,1,0,0,1,0,0
325.41,351.27,311.78,342.44,835.32,267.38,232.98,131.25,128.28,0,1,0,0,1,0,0,1,0,0,1,0,0
343.06,362.81,342.8,360.33,697.31,285.95,249.38,132.4,128.28,0,1,0,0,1,0,0,1,0,0,1,0,0
360.97,414.05,359.8,407.37,793.8,302.52,266.11,133.97,129.85,0,1,0,0,1,0,0,1,0,0,1,0,0
406.41,425.9,395.19,420.2,892.32,328.85,284.9,139.11,134.92,0,1,0,0,1,0,0,1,0,0,1,0,0
419.41,437.89,396.11,417.95,989.07,346.26,286.72,146.81,141.54,0,1,0,0,1,0,0,1,0,0,1,0,0
417.28,450.26,415.57,440.22,882.78,371.1,296.45,150.47,144.47,0,1,0,0,1,0,0,1,0,0,1,0,0
440.96,500.58,440.24,492.11,874.98,383.43,308.78,154.99,148.39,0,1,0,0,1,0,0,1,0,0,1,0,0
496.58,703.78,494.94,703.56,899.85,410.78,336.13,160.36,153.26,0,1,0,0,1,0,0,1,0,0,1,0,0
712.76,806.11,456.39,584.61,875.29,418.69,336.13,160.36,153.26,0,1,0,0,1,0,0,1,0,0,1,0,0
577.98,599.65,448.45,590.83,880.33,427.64,336.13,161.29,153.26,0,1,0,0,1,0,0,1,0,0,1,0,0
594.32,733.4,577.29,722.43,706.37,492.33,386.87,163.71,153.26,0,1,0,0,1,0,0,1,0,0,1,0,0
724.07,780.85,668.13,771.44,678.2,543.04,433.34,167.83,153.26,0,1,0,0,1,0,0,1,0,0,1,0,0
771.7,844.97,771.7,797.82,519.06,594.83,485.84,170.75,153.26,0,1,0,0,1,0,0,1,0,0,1,0,0
795.63,807.36,722.87,774.25,694.22,605.96,485.84,175.11,156.34,0,1,0,0,1,0,0,1,0,0,1,0,0
773.02,810.68,754.43,799.11,619.9,631.91,487.85,175.82,157.05,0,1,0,0,1,0,0,1,0,0,1,0,0
805.73,928.54,800.8,928.1,601.78,692.71,503.49,175.82,157.05,0,1,0,0,1,0,0,1,0,0,1,0,0
923.85,1001.96,891.68,1001.96,613.06,738.15,548.95,176.9,158.13,0,1,0,0,1,0,0,1,0,0,1,0,0
1003.38,1077.56,962.17,1031.95,672.36,776.5,588.61,176.9,158.13,0,1,0,0,1,0,0,1,0,0,1,0,0
1042.01,1146.97,1000.64,1131.97,666.31,861.54,614.87,178.97,159.06,0,1,0,0,1,0,0,1,0,0,1,0,0
1129.37,1156.14,1106.61,1129.43,683.94,939.03,675.93,188.73,164.04,0,1,0,0,1,0,0,1,0,0,1,0,0
1128.92,1133.08,801.82,955.85,763.28,940.43,684.56,195.47,170.18,0,1,0,0,1,0,0,1,0,0,1,0,0
951.42,1055.42,938.41,1043.33,737.98,940.43,701.51,206.18,179.46,0,1,0,0,1,0,0,1,0,0,1,0,0
1046.4,1096,1011.21,1078.28,728.05,952.86,716.62,215.3,187.84,0,1,0,0,1,0,0,1,0,0,1,0,0
1077.58,1156.12,1070.16,1151.17,741.35,1017.36,716.62,234.6,205.53,0,1,0,0,1,0,0,1,0,0,1,0,0
1152.73,1154.36,897.11,1045.11,760.32,1031.23,716.62,247.04,216.92,0,1,0,0,1,0,0,1,0,0,1,0,0
1042.38,1042.38,829.45,829.45,754.97,968.03,724.53,247.05,216.92,0,1,0,0,1,0,0,1,0,0,1,0,0
835.32,854.64,640.22,698.23,773.44,902.42,733.47,250.18,216.92,0,1,0,0,1,0,1,0,0,0,1,0,0
697.31,802.51,670.88,795.87,802.85,902.42,756.99,267.67,228.47,0,1,0,0,1,0,1,0,0,0,1,0,0
793.8,921.93,780.9,893.19,823.27,884.2,762.28,284.32,236.97,0,1,0,0,1,0,1,0,0,0,1,0,0
892.32,997.23,892.32,988.51,858.55,884.2,762.28,306.87,254.66,0,1,0,0,1,0,0,1,0,0,1,0,0
989.07,1001.58,834.23,878.48,936.05,884.2,773.42,316.49,255.12,0,1,0,0,1,0,0,1,0,0,1,0,0
882.78,901.94,844.95,873.26,946.49,884.2,799.36,333.77,264.85,0,1,0,0,1,0,1,0,0,0,1,0,0
874.98,941.79,860.05,892.58,795.99,797.67,845.61,346.11,277.19,0,1,0,0,0,1,0,1,0,0,1,0,0
899.85,904.65,858.36,872.6,841.47,795.28,845.61,373.46,304.54,0,1,0,0,0,1,0,1,0,0,1,0,0
875.29,886.16,825,876.12,846.69,795.28,848.72,377.41,304.54,0,1,0,0,0,1,0,1,0,0,1,0,0
880.33,882.25,668.25,705.97,867.32,799.15,902.42,381.88,304.54,0,1,0,0,0,1,1,0,0,0,1,0,0
706.37,754.83,630.88,682.12,919.6,787.22,894.37,439.6,345.71,0,1,1,0,0,1,1,0,1,0,1,0,0
678.2,679.32,420.51,522.7,860.19,707.51,814.66,488.19,391.13,0,1,1,0,0,1,1,0,1,0,1,0,0
519.06,707.23,502.89,691.96,843.17,691.38,814.66,540.33,447.67,0,0,1,0,0,1,1,0,0,0,1,0,0
694.22,729.16,595.33,625.32,833.12,691.38,814.66,545.9,448.85,0,0,1,0,0,1,1,0,0,0,1,0,0
619.9,654.27,579.17,605.66,860.29,691.38,814.66,559.88,448.85,0,0,1,0,0,1,1,0,1,0,1,0,0
601.78,666.74,585.64,617.18,834.49,690.53,814.66,598.1,463.4,0,0,1,0,0,1,1,0,1,0,1,0,0
613.06,680.91,611.04,673.41,816.07,673.85,814.66,643.55,508.84,0,0,1,0,0,1,1,0,0,0,1,0,0
672.36,684.39,645.71,665.58,839.66,595.48,814.66,682.56,544.09,0,0,1,0,0,1,1,0,0,0,1,0,0
666.31,682.7,649.48,682.21,871.39,586.09,814.66,738.2,565.62,0,0,1,0,0,1,1,0,0,0,1,0,0
683.94,777.75,683.94,761.98,869.65,603.32,796.43,807.48,618.6,0,0,1,0,0,1,1,0,0,0,1,0,0
763.28,777.51,713.6,735.07,867.21,659.63,796.43,812.49,618.76,0,0,1,0,0,1,1,0,0,0,1,0,0
737.98,747.06,705.35,727.83,845.46,659.63,796.43,820.97,620.9,0,0,1,0,0,1,1,0,0,0,1,0,0
728.05,748.61,714.44,745.05,822.43,660.05,796.43,834.74,622.37,0,0,1,0,0,1,1,0,0,0,1,0,0
741.35,766.6,740.24,756.13,796.24,678.71,709.91,866.99,623.57,0,0,1,0,0,1,0,1,0,0,0,1,1
760.32,760.58,738.17,754.01,853.68,702.91,707.51,873.92,624.58,0,0,1,0,0,1,0,1,0,0,0,1,1
754.97,775.35,754.97,771.4,884.6,710.28,707.51,846.28,624.58,0,0,1,0,1,0,0,1,0,0,0,1,1
773.44,820.31,767.21,802.39,774.02,724.71,707.51,817.95,626.43,0,1,0,0,1,0,0,1,0,0,0,1,1
802.85,834.15,789.12,818.72,809.96,758.48,707.51,829.71,631.29,0,1,0,0,1,0,0,1,0,0,0,1,1
823.27,859.51,801.67,859.51,826.02,764.75,707.51,823.24,639.52,0,1,1,0,1,0,0,1,0,0,0,1,1
858.55,952.4,854.52,933.53,818.43,791.18,691.38,823.24,640.61,0,0,1,0,1,0,0,1,0,0,0,1,1
936.05,1017.12,905.71,953.29,828.61,825.38,714.21,828.81,641.97,0,1,0,0,1,0,0,1,0,0,0,1,1
946.49,965.74,802,802,832.9,829.86,714.21,841.78,641.97,0,1,0,0,1,0,0,1,0,0,0,1,1
795.99,870.68,776.18,842.72,824.08,829.86,714.21,821.64,641.97,0,0,1,0,1,0,1,0,0,0,0,1,1
841.47,864.36,804.14,846.86,823.77,838.56,714.21,820.44,641.97,0,0,1,0,1,0,0,1,0,0,0,1,1
846.69,871.19,822.6,868.48,829.96,853.86,714.21,822,641.97,0,1,1,0,1,0,1,0,0,0,0,1,1
867.32,921.48,861.72,913.95,815.59,853.86,714.21,850.78,641.97,0,1,0,0,1,0,0,1,0,0,0,1,1
919.6,928.52,851.17,863.22,783.2,853.86,714.21,840.79,651.53,0,1,0,0,1,0,0,1,0,0,0,1,1
860.19,861.29,806.05,841.2,699.57,853.86,755.69,761.08,652.58,0,1,0,0,1,0,0,1,0,0,0,1,1
843.17,855.69,825.66,833.27,671.46,853.86,755.69,753.02,653.29,0,1,0,0,1,0,1,0,0,0,0,1,1
833.12,872.81,830.86,860.9,681.32,831.86,755.69,753.02,653.29,0,1,0,0,1,0,0,1,0,0,0,1,1
860.29,866.16,835.63,835.63,683.5,847.5,761.45,753.02,655.31,0,1,0,0,1,0,0,1,0,0,0,1,1
834.49,842.91,797.63,814.64,672.38,838.18,785.65,752.59,656.4,0,1,0,0,1,0,1,0,0,0,0,1,1
816.07,841.49,816.07,840,651.08,838.18,785.65,744.25,656.42,0,1,0,0,1,0,1,0,0,0,0,1,1
839.66,870.96,825.53,870.96,601.17,838.18,793.96,705.07,660.83,0,1,0,0,1,0,0,1,0,0,1,0,0
871.39,886.39,853.87,870.2,660.9,834.26,816.77,700.37,667.86,0,1,0,0,1,0,0,1,0,0,1,0,0
869.65,881.2,855.93,863.91,651.3,835.29,816.77,699.88,675.93,0,1,0,0,1,0,0,1,0,0,1,0,0
867.21,870.15,837.36,845.59,614.23,835.29,816.77,728.03,684.56,0,1,0,0,1,0,0,1,0,0,1,0,0
845.46,851.57,819.32,822.04,627.16,835.29,825.38,728.03,701.51,0,1,0,0,1,0,0,1,0,0,1,0,0
822.43,822.43,783.58,797.07,625.97,826.5,829.86,728.24,716.62,0,1,0,0,0,1,1,0,1,0,1,0,0
796.24,861.45,792.96,853.61,623.09,826.5,829.86,694.31,716.62,0,1,0,0,0,1,1,0,0,0,1,0,0
853.68,897.02,844.86,885.28,556.88,826.5,838.56,705.21,716.62,0,1,0,0,0,1,0,1,0,0,1,0,0
884.6,893,757.11,771.39,574.24,813.66,838.55,708.89,724.53,0,1,0,0,0,1,0,1,0,0,1,0,0
774.02,832.5,766.98,812.51,606.47,813.66,838.55,716.11,733.47,0,1,1,0,0,1,1,0,0,0,1,0,0
809.96,836.87,809.85,826,606.04,813.66,838.55,732.99,756.99,0,1,1,0,0,1,1,0,0,0,1,0,0
826.02,830.5,799.06,819.03,540.24,808.13,838.55,736.13,762.28,0,1,1,0,0,1,1,0,0,0,1,0,0
818.43,831.87,812.6,829.92,537.04,808.13,838.55,741.28,762.28,0,0,1,0,0,1,1,0,0,0,1,0,0
828.61,853.52,827.11,832.58,581.65,808.13,816.56,769.79,773.42,0,0,1,0,0,1,0,1,0,0,1,0,0
832.9,844.72,820.67,825.37,579.7,808.13,816.56,772.03,799.36,0,1,0,0,0,1,0,1,0,0,1,0,0
824.08,826.48,807.22,823.83,549.92,808.13,816.56,772.03,814.66,0,1,1,0,0,1,0,1,0,0,1,0,0
823.77,840.17,820.94,827.96,567.23,799.25,816.56,776.38,814.66,0,1,1,0,0,1,0,1,0,0,1,0,0
829.96,837.32,811.91,811.91,562.56,819.51,816.56,784.03,814.66,0,1,1,0,1,0,0,1,0,0,1,0,0
815.59,819.81,770.59,781.55,668.24,804.33,813.66,784.03,814.66,0,0,1,0,0,1,0,1,0,0,1,0,0
783.2,783.2,654.35,712.4,666.24,769.76,784.17,784.03,814.66,0,0,1,0,0,1,1,0,0,0,1,0,0
699.57,721.82,661.87,673.92,664.52,750.52,764.93,804.77,814.66,0,0,1,0,0,1,1,0,1,0,1,0,0
671.46,712.27,655.25,682.9,664.31,750.52,764.93,804.77,814.66,0,0,1,0,0,1,1,0,1,0,1,0,0
681.32,703.71,550.5,681.03,629.66,747.43,764.93,793.77,814.66,0,0,1,0,0,1,1,0,1,0,1,0,0
683.5,712.46,636.66,672.17,616.31,746.56,764.05,804.47,814.66,0,0,1,0,0,1,1,0,1,0,0,1,1
672.38,672.9,643.04,651.72,636.33,736.33,753.83,811.91,814.66,0,0,1,0,0,1,1,0,1,0,0,1,1
651.08,657.99,601.91,605.24,627.95,708.58,730.59,811.91,814.66,0,0,1,0,0,1,1,0,1,0,0,1,1
601.17,691.72,541.04,661.99,631.91,687.92,730.59,816.07,814.66,0,0,1,0,0,1,1,0,0,0,0,1,1
660.9,661.84,632.84,650.92,633.62,633.56,730.59,825.51,814.66,0,0,1,0,0,1,1,0,0,0,0,1,1
651.3,665.1,584.17,616.63,638.14,633.56,725.05,826.03,796.43,0,0,1,0,0,1,1,0,0,0,0,1,1
614.23,656.95,607.31,626.27,629.37,630.25,725.05,826.03,796.43,0,0,1,0,0,1,1,0,0,0,0,1,1
627.16,645.76,612.54,626.6,636.5,624.14,725.05,830.33,796.43,0,0,1,0,0,1,1,0,0,0,0,1,1
625.97,631.77,618.7,623.03,630.92,624.14,725.05,828.18,796.43,0,0,1,0,0,1,1,0,0,0,0,1,1
623.09,627.73,556.14,556.14,621.84,599.59,700.5,828.18,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
556.88,582.96,530.47,574.16,613.9,594.49,691.63,832.53,714.21,0,0,1,0,0,1,1,0,1,0,0,1,1
574.24,614.48,558.58,605.42,609.75,594.49,691.63,826.11,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
606.47,639.91,599.7,605.82,588.29,594.49,691.63,826.11,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
606.04,607.61,538.7,546.32,571.18,582.51,686.72,826.11,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
540.24,541.38,420.41,538.71,565.76,578.71,682.91,823.34,714.21,0,0,1,0,0,1,1,0,1,0,0,1,1
537.04,603.8,532.58,582.69,562.51,578.71,682.91,823.34,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
581.65,594.05,566.62,578.77,585.03,578.71,679.83,812.34,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
579.7,584.14,545.17,549.26,583.48,569.21,679.83,812.34,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
549.92,573.38,539.29,565.61,580.26,569.21,679.83,812.34,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
567.23,570.48,553.27,559.79,477.14,569.21,675.31,807.9,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
562.56,702.91,560.52,667.76,501.71,569.21,654.65,818.03,714.21,0,0,1,0,0,1,1,0,0,0,0,1,1
668.24,696.22,655.68,666.78,492.37,597.2,600.29,809,714.21,0,0,1,0,0,1,0,1,0,0,0,1,1
666.24,674.28,646.28,665.51,462.3,597.2,600.29,776.96,714.21,0,1,1,0,0,1,0,1,0,0,0,1,1
664.52,669.77,649.79,663.86,457,602.47,597.2,757.72,755.69,0,1,1,0,1,0,0,1,0,0,0,1,1
664.31,665.34,616.35,629.15,479.14,602.47,597.2,757.72,755.69,0,1,1,0,1,0,0,1,0,0,0,1,1
629.66,635.14,604.46,617.45,436.44,602.47,597.2,756.18,755.69,0,1,1,0,1,0,0,1,0,0,0,1,1
616.31,643.95,612.35,636.96,445.66,607.74,597.2,755.3,761.45,0,0,1,0,1,0,0,1,0,0,0,1,1
636.33,644.76,615.02,627.79,446.68,607.74,597.2,745.08,778.72,0,0,1,0,1,0,0,1,0,0,0,1,1
627.95,638.42,618.84,634.11,463.4,636.57,597.2,719.58,755.48,0,1,0,0,1,0,1,0,0,0,0,1,1
631.91,648.03,629.51,632.1,461.47,636.57,597.2,709.25,755.48,0,1,1,0,1,0,1,0,0,0,0,1,1
633.62,644.2,630.85,638.14,447.61,633.62,597.2,682.07,755.48,0,1,1,0,1,0,1,0,0,0,0,1,1
638.14,639.53,627.21,628.8,453.18,633.62,597.2,679.3,755.48,0,1,0,0,1,0,0,1,0,0,0,1,1
629.37,639.14,627.3,636.12,442.26,624.15,597.2,677.65,755.48,0,1,0,0,1,0,0,1,0,0,0,1,1
