Fechamento,Abertura,Maxima,Minima,Chikou,Tekan,Kinju,Senkou A,Senkou B,Chikou0,Chikou1,Chikou2,T/K 0,T/K 1,T/K 2,Preco X T/K 0,Preco X T/K 1,Preco X T/K 2,Kumo 0,Kumo 1,Kumo 2,Resultado
636.5,637.52,628.11,631.11,363.71,624.15,597.2,674.6,755.48,0,1,0,0,1,0,0,1,0,0,0,1,1
630.92,632.68,616.86,622.37,420.89,626.61,597.2,674.6,755.48,0,1,0,0,1,0,0,1,0,0,0,1,1
621.84,622.39,603.8,614.83,421.46,622.84,597.2,650.05,730.93,0,1,0,0,1,0,1,0,0,0,0,1,1
613.9,622,609.1,609.89,414.83,620.37,597.2,643.06,730.93,0,1,0,0,1,0,1,0,0,0,0,1,1
609.75,609.75,587.49,588.77,458.37,609.81,597.2,643.06,730.93,0,1,0,0,1,0,1,0,0,0,0,1,1
588.29,604.59,561.81,571.49,522.18,601.17,597.2,643.06,730.93,0,0,1,0,1,0,1,0,0,0,0,1,1
571.18,572.55,554.39,565.04,529.07,596.58,597.2,634.61,726.02,0,1,0,0,0,1,1,0,1,0,0,1,1
565.76,570.24,560.88,561.27,495.8,594.69,602.47,630.81,722.21,0,1,0,0,0,1,1,0,1,0,0,1,1
562.51,586.56,551.77,583.41,479.58,594.69,602.47,630.81,722.21,0,1,1,0,0,1,1,0,1,0,0,1,1
585.03,585.44,572.61,583.92,501.75,589.07,602.47,629.27,700.22,0,1,0,0,0,1,1,0,1,0,0,1,1
583.48,590.03,570.96,580.83,497.74,585.19,607.74,624.52,700.22,0,1,0,0,0,1,1,0,0,0,0,1,1
580.26,580.56,471.24,471.24,495.45,540.17,563.46,624.52,700.22,0,1,0,0,0,1,0,1,0,0,0,1,1
477.14,526.02,473.23,495.67,488.36,529.37,563.46,622.26,700.22,0,0,1,0,0,1,1,0,1,0,0,1,1
501.71,504.86,489.73,491.17,490.82,521.93,563.46,611.93,700.22,0,0,1,0,0,1,1,0,1,0,0,1,1
492.37,492.37,444.18,460.27,500.09,516.44,555.03,598.74,697.32,0,0,1,0,0,1,1,0,1,0,0,1,1
462.3,483.02,443.37,457,461.7,514.81,553.4,598.74,697.32,0,0,1,0,0,1,1,0,1,0,0,1,1
457,495.34,457,478.38,457.24,514.81,543.93,599.83,697.32,0,0,1,0,0,1,1,0,1,0,0,1,1
479.14,495.05,431.27,437.14,430.72,504.88,534,599.83,697.32,0,0,1,0,0,1,1,0,1,0,0,1,1
436.44,449.56,414.89,444.72,439.98,504.05,534,599.83,697.32,0,0,1,0,0,1,1,0,1,0,0,1,1
445.66,454.65,429.09,447.53,446.89,463.44,534,602.47,697.32,0,0,1,0,0,1,1,0,1,0,0,1,1
446.68,463.57,444.2,461.91,447.63,463.44,534,602.47,697.32,0,0,1,0,0,1,1,0,0,0,0,1,1
463.4,466.32,452.97,460.5,457.36,463.44,534,616.88,697.32,0,0,1,0,0,1,1,0,0,0,0,1,1
461.47,462.56,445.12,449.42,449.4,447.07,534,616.88,697.32,0,0,1,0,0,1,1,0,0,0,0,1,1
447.61,457.42,446.11,453.09,438.52,447.07,532.63,615.41,697.32,0,0,1,0,0,1,1,0,0,0,0,1,1
453.18,455.73,441.93,442.73,434.78,447.07,532.63,615.41,691.79,0,0,1,0,0,1,1,0,0,0,0,1,1
442.26,443.37,358.73,365.18,433.36,409.08,496.65,610.67,691.79,0,0,1,0,0,1,1,0,0,0,0,1,1
363.71,429.77,351.27,420.95,429.34,409.08,491.02,610.67,691.79,0,0,1,0,0,1,1,0,0,0,0,1,1
420.89,439.61,415.79,421.12,438.68,409.08,487.14,611.9,691.79,0,0,1,0,0,1,1,0,0,0,0,1,1
421.46,427.4,395.25,414.06,440.18,409.08,487.14,610.02,691.79,0,0,1,0,0,1,1,0,0,0,0,1,1
414.83,469.75,407.37,458.79,450.46,409.08,476.34,608.78,682.91,0,0,1,0,0,1,1,0,0,0,0,1,1
458.37,519,453.54,515.59,453.92,409.36,468.9,603.5,682.91,0,0,1,0,0,1,1,0,0,0,0,1,1
522.18,542.38,502.78,527.39,438.3,433.98,468.9,599.18,682.91,0,0,1,0,0,1,0,1,0,0,0,1,1
529.07,533.52,484.87,495.96,441.53,433.98,468.9,596.89,682.91,0,0,1,0,0,1,0,1,0,0,0,1,1
495.8,498.6,472.74,479.64,440.59,433.98,468.9,598.58,682.91,0,0,1,0,0,1,0,1,0,0,0,1,1
479.58,503.56,470.56,501.56,444.14,458.42,468.9,598.58,682.91,0,0,1,0,0,1,0,1,0,0,0,1,1
501.75,510.87,490.84,498.17,447.39,458.42,468.07,595.77,679.83,0,0,1,0,0,1,0,1,0,0,0,1,1
497.74,510.57,493.2,495.77,448.12,458.42,433.98,596.46,679.83,0,0,1,0,1,0,0,1,0,0,0,1,1
495.45,503.22,487.58,487.92,448.7,480.79,433.98,551.82,646.09,0,1,0,0,1,0,0,1,0,0,0,1,1
488.36,493.25,485.82,491.3,446.08,491.21,433.98,546.41,641.58,0,1,1,0,1,0,1,0,0,0,0,1,1
490.82,500.46,482.95,500.46,446.31,491.21,433.98,542.69,620.92,0,1,1,0,1,0,1,0,0,0,0,1,1
500.09,500.3,442.95,461.45,485.8,477.33,433.98,535.74,561.07,0,1,0,0,1,0,0,1,0,0,0,1,1
461.7,464.54,449.1,458.6,492.05,475.9,433.98,534.1,559.44,0,1,0,0,1,0,1,0,0,0,0,1,1
457.24,459.33,436.39,436.39,525.72,464.8,433.98,529.37,556.34,0,1,1,0,1,0,1,0,0,0,0,1,1
430.72,447.53,422.94,440.29,521.05,464.8,433.98,519.44,546.41,0,0,1,0,1,0,1,0,0,0,0,1,1
439.98,451.64,435.18,447.21,525.23,464.8,433.98,519.02,546.41,0,1,1,0,1,0,1,0,0,0,0,1,1
446.89,451.1,436.7,447.64,571.39,461.99,433.98,498.72,546.41,0,1,1,0,1,0,1,0,0,0,0,1,1
447.63,460.61,447.63,457.76,582.59,461.11,433.98,498.72,546.41,0,1,1,0,1,0,1,0,0,0,0,1,1
457.36,457.93,443.4,449.38,571.91,459.67,433.98,498.72,546.41,0,1,1,0,1,0,1,0,0,0,0,1,1
449.4,449.4,430.68,437.76,576.33,442.75,433.98,490.53,546.41,0,1,1,0,1,0,0,1,0,0,0,1,1
438.52,439.77,430.05,436.4,568.18,442.75,433.98,489.85,546.41,0,0,1,0,1,0,1,0,0,0,0,1,1
434.78,440.97,427.62,433.48,615.69,440.56,433.98,489.85,546.41,0,0,1,0,1,0,1,0,0,0,0,1,1
433.36,448.04,423.25,428.96,623.69,438.3,458.42,452.86,510.43,0,1,0,0,0,1,1,0,0,0,0,1,1
429.34,446.13,428.45,438.82,629.64,438.3,458.42,450.05,510.43,0,1,0,0,0,1,1,0,0,0,0,1,1
438.68,448.4,438.14,440.17,660.55,438.3,458.42,448.11,510.43,0,1,0,0,0,1,1,0,0,0,0,1,1
440.18,452.69,440.14,449.46,666.77,438.3,465.87,448.11,510.43,0,1,0,0,0,1,1,0,0,0,0,1,1
450.46,455.77,448.47,454.43,641.07,438.72,465.87,442.71,510.43,0,1,1,0,0,1,1,0,0,0,0,1,1
453.92,455.34,433.4,438.89,659.28,438.72,465.87,439.13,510.43,0,1,1,0,0,1,1,0,0,0,0,1,1
438.3,442.26,434.23,441.46,653.52,438.72,461.08,451.44,510.43,0,0,1,0,0,1,1,0,0,0,0,1,1
441.53,441.98,436.97,440.67,654.99,438.72,461.08,451.44,510.43,0,0,1,0,0,1,1,0,0,0,0,1,1
440.59,446.66,440.5,443.97,655.64,438.72,461.08,451.44,510.43,0,0,1,0,0,1,1,0,0,0,0,1,1
444.14,449.8,443.63,447.25,650.04,443.65,461.08,463.66,510.43,0,0,1,0,0,1,1,0,0,0,0,1,1
447.39,450.66,444.96,448.06,653.19,443.68,461.08,463.25,510.43,0,0,1,0,0,1,1,0,0,0,0,1,1
448.12,451.98,447.3,448.9,633.43,443.68,458.27,446.2,510.43,0,0,1,0,0,1,1,0,0,0,1,0,0
448.7,449.77,444.78,446.26,585.7,443.68,457.39,457.38,510.43,0,0,1,0,0,1,1,0,0,0,1,0,0
446.08,447.56,443.1,446.18,600.75,443.1,455.96,462.6,510.43,0,0,1,0,0,1,1,0,0,0,1,0,0
446.31,491.44,446.01,485.72,575.93,443.99,439.03,462.6,510.43,0,0,1,0,1,0,0,1,0,0,1,0,0
485.8,494.37,483.49,491.77,592.65,462.08,456.23,455.65,507.49,0,1,0,0,1,0,0,1,0,0,1,0,0
492.05,525.36,490.19,524.58,591.59,467.08,459.58,454.94,507.49,0,1,0,0,1,0,0,1,0,0,1,0,0
525.72,541.96,520.08,520.22,609.77,483.13,474.52,449.39,498.02,0,1,0,0,1,0,0,1,0,0,1,0,0
521.05,525.17,516.28,525.14,608.07,483.13,474.52,449.39,498.02,0,1,0,0,1,0,0,1,0,0,1,0,0
525.23,576.48,525.23,571.59,597.4,485.71,477.1,449.39,498.02,0,1,0,0,1,0,0,1,0,0,1,0,0
571.39,588.39,565.33,583.42,593.68,505.76,497.15,447.98,498.02,0,1,0,0,1,0,0,1,0,0,1,0,0
582.59,589.52,554.43,571.24,595.9,505.76,497.15,447.54,498.02,0,1,0,0,1,0,0,1,0,0,1,0,0
571.91,578.62,564.09,577.06,602.16,525.53,497.15,446.83,498.02,0,1,0,0,1,0,0,1,0,0,1,0,0
576.33,577.1,561.6,568.18,593.97,528.55,497.15,438.36,498.02,0,1,0,0,1,0,0,1,0,0,1,0,0
568.18,618.46,568.16,615.33,581.81,544.19,498.56,438.36,496.65,0,1,0,0,1,0,0,1,0,0,1,0,0
615.69,624.72,604.47,623.68,566.14,562.35,516.72,437.27,496.65,0,1,0,0,1,0,0,1,0,0,1,0,0
623.69,671.51,619.91,630.23,581.3,572.53,529.37,448.36,496.65,0,1,0,0,1,0,0,1,0,0,1,0,0
629.64,665.5,618.75,660.62,599.08,594.05,529.4,448.36,491.02,0,1,0,0,1,0,0,1,0,0,1,0,0
660.55,674.11,650.78,667.61,596.33,609.48,544.84,448.36,487.14,0,1,0,0,1,0,0,1,0,0,1,0,0
666.77,668.56,624.09,641.61,602.62,609.48,544.84,452.08,487.14,0,1,0,0,1,0,0,1,0,0,1,0,0
641.07,663.53,640.09,659.26,641.39,609.48,544.84,452.29,476.34,0,1,0,0,1,0,0,1,0,0,1,0,0
659.28,661.37,652.3,653.7,641.04,610.24,546.49,452.29,468.9,0,1,0,0,1,0,0,1,0,0,1,0,0
653.52,656.94,644.91,654.97,650.77,633.82,546.49,449.9,468.9,0,1,0,0,1,0,0,1,0,0,1,0,0
654.99,658.88,653.47,656.14,644.65,638.58,548.72,449.9,468.9,0,1,0,0,1,0,0,1,0,0,1,0,0
655.64,657.7,644.39,649.16,629.95,641.85,549.83,449.9,468.9,0,1,0,0,1,0,0,1,0,0,1,0,0
650.04,659.62,646.56,653.15,631.77,647.54,549.83,452.36,468.9,0,1,0,0,1,0,0,1,0,0,1,0,0
653.19,657.04,632.55,633.02,635.46,643.25,549.83,452.38,468.07,0,1,0,0,1,0,0,1,0,0,1,0,0
633.43,638.11,573.27,586.95,622.57,620.21,549.83,450.98,433.98,0,1,0,0,1,0,0,1,0,0,1,0,0
585.7,615.14,585.7,600.16,625.22,620.21,549.83,450.54,433.98,0,1,0,0,1,0,1,0,0,0,1,0,0
600.75,601.27,549.82,577.36,624.83,615.42,569.6,449.53,433.98,0,1,0,0,1,0,1,0,0,0,1,0,0
575.93,592.94,554.89,592.94,616.66,615.42,572.62,441.51,433.98,0,1,0,0,1,0,1,0,0,0,1,0,0
592.65,608.72,587.07,592.19,631.88,615.42,586.85,459.15,433.98,0,1,0,0,1,0,1,0,0,0,1,0,0
591.59,610.89,590.4,610.86,634.22,611.96,586.85,463.33,433.98,0,1,0,0,1,0,1,0,0,0,1,0,0
609.77,615.88,604.4,607.96,626.56,611.96,589.31,478.83,442.63,0,1,0,0,1,0,1,0,0,0,1,0,0
608.07,612.24,597.02,598.07,620,604.96,610.83,478.83,442.63,0,1,0,0,0,1,1,0,0,0,1,0,0
597.4,599.75,587.76,594.15,622.01,590.88,610.83,481.4,445.21,0,1,0,0,0,1,1,0,0,0,1,0,0
593.68,599.46,587.74,594.99,616.54,590.88,610.83,501.45,465.26,0,1,0,0,0,1,1,0,0,0,1,0,0
595.9,606,594.63,602.27,622.37,590.88,610.83,501.45,465.26,0,1,0,0,0,1,1,0,0,0,1,0,0
602.16,603.21,586.34,593.98,629.17,598.3,610.83,511.34,465.26,0,1,0,0,0,1,1,0,0,0,1,0,0
593.97,596.97,582.36,582.36,628.56,593.38,615.42,512.85,465.26,0,1,0,0,0,1,1,0,0,0,1,0,0
581.81,583.6,565.63,566.34,623.95,585.37,609.91,521.38,466.67,0,1,1,0,0,1,1,0,1,0,1,0,0
566.14,581.63,564.73,581.14,622.27,585.37,609.91,539.53,484.83,0,0,1,0,0,1,1,0,1,0,1,0,0
581.3,600.12,579.88,597.26,621.12,581.68,609.91,550.95,516.99,0,0,1,0,0,1,1,0,0,0,1,0,0
599.08,604.47,595.92,596.55,619.5,581.13,609.91,561.72,516.99,0,0,1,0,0,1,1,0,0,0,1,0,0
596.33,604.08,596.16,602.72,601.51,581.25,609.91,577.16,532.42,0,0,1,0,0,1,1,0,0,0,1,0,0
602.62,645.15,599.88,639.8,601.54,583.11,609.91,577.16,539.87,0,0,1,0,0,1,1,0,0,0,1,0,0
641.39,657.86,640.11,640.81,595.67,603.23,609.91,577.16,539.87,0,1,1,0,0,1,0,1,0,0,1,0,0
641.04,656.68,638.34,650.88,594.14,603.23,609.91,578.36,540.63,0,0,1,0,0,1,0,1,0,0,1,0,0
650.77,650.77,641.3,645.16,585.55,603.82,609.91,590.15,540.63,0,1,1,0,0,1,0,1,0,0,1,0,0
644.65,648.43,629.4,630.69,584.74,611.22,606.45,593.65,541.22,0,0,1,0,1,0,0,1,0,0,1,0,0
629.95,633.22,628,631.46,567.37,618.93,606.45,595.84,541.22,0,0,1,0,1,0,0,1,0,0,1,0,0
631.77,638.65,631.16,635.81,586.2,618.93,603.82,598.68,541.22,0,0,1,0,1,0,0,1,0,0,1,0,0
635.46,637.16,617.01,624.09,594.9,622.01,603.82,596.54,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
622.57,626.7,620.91,624.82,588.89,632.7,603.82,585.02,541.22,0,1,0,0,1,0,1,0,0,0,1,0,0
625.22,627,622.6,624.51,586.23,632.7,603.82,585.02,541.22,0,1,0,0,1,0,1,0,0,0,1,0,0
624.83,626.12,612.35,616.76,589.01,629.03,603.82,592.51,541.22,0,1,0,0,1,0,1,0,0,0,1,0,0
616.66,632.09,615.77,632,585.95,629.03,603.82,594.02,541.22,0,1,0,0,1,0,1,0,0,0,1,0,0
631.88,636.66,626.98,633.71,584.65,623.96,603.82,601.13,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
634.22,634.73,624.91,626.5,588.88,623.96,603.82,599.4,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
626.56,627.34,617.32,619.32,592.47,623.96,603.82,600.63,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
620,625.14,619.63,621.59,589.17,621.87,603.82,607.89,541.22,0,1,0,0,1,0,1,0,0,0,1,0,0
622.01,623.09,615.33,616.8,591.28,621.87,603.82,600.85,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
616.54,626.29,608.4,623.09,576.51,621.87,603.82,600.85,541.22,0,1,0,0,1,0,1,0,0,0,1,0,0
622.37,629.21,620.47,628.78,570.38,621.87,603.82,600.85,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
629.17,629.17,624.6,628.51,546.18,621.89,603.82,604.56,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
628.56,628.56,622.77,623.9,511.14,621.89,603.82,604.4,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
623.95,624.09,619.11,622.21,497.83,620.86,611.22,597.64,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
622.27,624.3,620.96,621.55,519.14,620.7,618.93,597.64,541.22,0,1,0,0,1,0,0,1,0,0,1,0,0
621.12,624.43,618.29,619.41,491.51,620.7,618.93,595.79,546.15,0,1,0,0,1,0,0,1,0,0,1,0,0
619.5,620.43,595.57,601.73,461.48,613.17,621.52,595.52,546.18,0,1,0,0,0,1,1,0,0,0,1,0,0
601.51,607.07,597.23,601.09,485.07,612.85,621.2,595.58,546.18,0,1,1,0,0,1,1,0,1,0,1,0,0
601.54,602.09,593.96,595.81,510.45,610.21,618.56,596.51,546.18,0,1,1,0,0,1,1,0,1,0,1,0,0
595.67,598.94,593.43,593.85,517.58,609.23,617.58,606.57,546.18,0,0,1,0,0,1,1,0,1,0,1,0,0
594.14,594.57,575.18,585.69,513.39,604.23,613.5,606.57,547.07,0,0,1,0,0,1,1,0,1,0,0,1,1
585.55,588.38,581.7,584.73,498.29,602.85,607.95,606.86,547.07,0,0,1,0,0,1,1,0,1,0,0,1,1
584.74,585.12,564.9,567.29,508.22,594.13,599.23,608.84,548.72,0,0,1,0,0,1,1,0,1,0,0,1,1
567.37,586.24,564.51,586.24,502.54,592.79,599.23,612.69,549.83,0,0,1,0,0,1,1,0,1,0,0,1,1
586.2,597.92,583.63,594.92,512.19,582.26,597.14,611.37,549.83,0,0,1,0,0,1,1,0,0,0,0,1,1
594.9,594.91,586.15,589.33,510.88,582.26,597.14,612.92,549.83,0,0,1,0,0,1,1,0,0,0,0,1,1
588.89,589.15,581.65,586.67,508.43,580.63,597.14,618.26,549.83,0,0,1,0,0,1,1,0,0,0,0,1,1
586.23,591.95,583.74,588.78,508.59,580.36,597.14,618.26,549.83,0,0,1,0,0,1,1,0,0,0,0,1,1
589.01,589.87,584.1,585.44,502.9,576.72,597.14,616.43,569.6,0,0,1,0,0,1,1,0,0,0,0,1,1
585.95,587.49,583.1,584.65,477.79,576.72,597.14,616.43,572.62,0,0,1,0,0,1,1,0,0,0,0,1,1
584.65,591.1,584.05,588.87,474.48,576.72,596.1,613.89,586.85,0,0,1,0,0,1,1,0,0,0,0,1,1
588.88,598.12,588.79,592.58,476.87,586.72,595.95,613.89,586.85,0,0,1,0,0,1,1,0,0,0,0,1,1
592.47,592.47,587.63,589.37,477.68,586.72,595.95,613.89,589.31,0,0,1,0,0,1,1,0,0,0,0,1,1
589.17,594.46,587.94,591.06,489.67,586.72,595.95,612.85,609.91,0,0,1,0,0,1,1,0,0,0,0,1,1
591.28,591.51,574.05,576.37,483.34,582.58,595.95,612.85,609.91,0,0,1,0,0,1,1,0,0,0,0,1,1
576.51,576.95,566.6,569.64,485.13,579.22,595.95,612.85,609.91,0,0,1,0,0,1,1,0,1,0,0,1,1
570.38,573.03,532.67,546.66,481.81,567.73,585.63,612.85,609.91,0,0,1,0,0,1,1,0,0,0,0,1,1
546.18,546.24,498.73,505.97,474.88,547.38,564.37,612.86,609.91,0,0,1,0,0,1,1,0,1,0,0,1,1
511.14,518.18,487.93,497.01,475.48,542.9,558.99,612.86,609.91,0,0,1,0,0,1,1,0,1,0,0,1,1
497.83,521.48,487.74,519.71,479.62,542.9,558.99,616.04,609.91,0,0,1,0,0,1,1,0,1,0,0,1,1
519.14,520.19,483.63,491.8,479.58,539.87,555.05,619.81,609.91,0,0,1,0,0,1,1,0,1,0,0,1,1
491.51,499.37,443.85,461.46,477.79,524.7,529.35,619.81,609.91,0,0,1,0,0,1,1,0,1,0,0,1,1
461.48,485.71,455.54,485.25,479.12,517.76,529.35,617.34,609.91,0,0,1,0,0,1,1,0,1,0,0,1,1
485.07,518.28,467.51,511.98,477.76,514.03,527.71,617.02,609.91,0,0,1,0,0,1,1,0,0,0,0,1,1
510.45,531.9,510.45,517.24,474.86,497.07,527.45,614.38,609.91,0,0,1,0,0,1,1,0,0,0,0,1,1
517.58,521.48,501.27,514.04,465.86,485.96,525.13,613.4,609.91,0,0,1,0,0,1,1,0,0,0,0,1,1
513.39,514.3,492.11,498.07,456.86,485.96,525.13,608.86,609.91,0,0,1,0,0,1,1,0,0,0,0,1,1
498.29,512.89,497.35,508.29,424.1,485.96,525.13,605.4,609.91,0,0,1,0,0,1,1,0,0,0,0,1,1
508.22,508.22,499.23,502.5,394.67,485.96,525.13,596.68,606.45,0,0,1,0,0,1,1,0,0,0,0,1,1
502.54,512.69,502.54,511.57,408.08,485.96,525.13,596.01,606.45,0,0,1,0,0,1,1,0,0,0,0,1,1
512.19,520.71,510.92,511.15,399.1,498.09,525.13,589.7,603.82,0,0,1,0,0,1,1,0,0,0,0,1,1
510.88,516.16,506.88,507.81,402.09,504.5,525.13,589.7,603.82,0,0,1,0,0,1,1,0,0,0,0,1,1
508.43,511.69,503.82,508.52,435.75,504.5,525.13,588.88,603.82,0,0,1,0,0,1,1,0,0,0,0,1,1
508.59,509.31,501.64,504.25,423.16,504.5,525.13,588.75,603.82,0,0,1,0,0,1,1,0,0,0,0,1,1
502.9,504.88,474.81,477.76,411.43,494.34,525.13,586.93,603.82,0,0,1,0,0,1,1,0,0,0,0,1,1
477.79,485.31,471.91,474.88,403.56,492.9,525.13,586.93,603.82,0,0,1,0,0,1,1,0,1,0,0,1,1
474.48,482.99,472.32,477.43,399.47,492.9,525.13,586.41,603.82,0,0,1,0,0,1,1,0,1,0,0,1,1
476.87,481.71,476.21,477.59,376.93,492.9,524.7,591.33,603.82,0,0,1,0,0,1,1,0,1,0,0,1,1
477.68,493.93,477.09,489.66,376.09,492.9,524.7,591.33,603.82,0,0,1,0,0,1,1,0,0,0,0,1,1
489.67,490.64,481.61,483.34,387.43,490.88,517.76,591.33,603.82,0,0,1,0,0,1,1,0,1,0,0,1,1
483.34,488.6,483,484.83,383.99,489.35,514.03,589.26,603.82,0,0,1,0,0,1,1,0,1,0,0,1,1
485.13,488.07,482.28,482.28,375.18,488.26,497.07,587.58,603.82,0,0,1,0,0,1,1,0,1,0,0,1,1
481.81,489.83,468.79,474.6,359.89,478.8,486.19,576.68,593.98,0,0,1,0,0,1,1,0,0,0,0,1,1
474.88,477.38,467.78,475.26,328.92,478.8,486.19,555.88,573.64,0,0,1,0,0,1,1,0,1,0,0,1,1
475.48,487.47,475.14,479.36,320.39,478.8,486.19,550.94,569.16,0,0,1,0,0,1,1,0,0,0,0,1,1
479.62,482.35,474.61,479.75,330.58,478.8,486.19,550.94,569.16,0,0,1,0,0,1,1,0,0,0,0,1,1
479.58,479.63,473.01,477.75,336.12,478.8,486.19,547.46,566.55,0,0,1,0,0,1,1,0,0,0,0,1,1
477.79,482.12,475.1,479,352.75,478.8,492.76,527.02,551.38,0,1,0,0,0,1,1,0,0,0,0,1,1
479.12,479.85,476.12,477.89,364.69,478.8,492.76,523.55,551.38,0,1,1,0,0,1,1,0,0,0,0,1,1
477.76,478.62,474.02,475.37,361.36,478.44,492.76,520.87,551.38,0,1,1,0,0,1,1,0,0,0,0,1,1
474.86,475.64,465.13,466.06,362.61,471.09,488.49,512.26,551.38,0,0,1,0,0,1,1,0,0,0,0,1,1
465.86,468.17,452.42,457.33,377.92,466.73,484.13,505.54,551.38,0,0,1,0,0,1,1,0,0,0,0,1,1
456.86,456.86,413.1,424.44,391.69,450.28,467.68,505.54,551.38,0,0,1,0,0,1,1,0,0,0,0,1,1
424.1,427.83,384.53,394.8,400.95,435.46,452.86,505.54,546.31,0,0,1,0,0,1,1,0,1,0,0,1,1
394.67,423.3,389.88,408.9,394.52,435.46,452.86,505.54,546.31,0,0,1,0,0,1,1,0,1,0,0,1,1
408.08,412.43,393.18,398.82,382.76,435.46,452.86,505.54,546.31,0,0,1,0,0,1,1,0,1,0,0,1,1
399.1,406.92,397.13,402.15,383.98,435.46,450.84,511.61,544.22,0,0,1,0,0,1,1,0,1,0,0,1,1
402.09,441.56,396.2,435.79,391.25,434.41,449.31,514.81,544.22,0,0,1,0,0,1,1,0,0,0,0,1,1
435.75,436.11,421.13,423.2,389.23,429.97,448.22,514.81,544.22,0,0,1,0,0,1,1,0,0,0,0,1,1
423.16,423.52,409.47,411.57,382.42,423.61,438.9,514.81,544.22,0,0,1,0,0,1,1,0,1,0,0,1,1
411.43,414.94,400.01,404.43,386.12,407.97,438.9,509.73,544.22,0,0,1,0,0,1,1,0,0,0,0,1,1
403.56,406.62,397.37,399.52,382.96,407.97,438.9,509.01,544.22,0,0,1,0,0,1,1,0,1,0,0,1,1
399.47,401.02,374.33,377.18,358.59,399.16,430.09,509.01,543.19,0,0,1,0,0,1,1,0,0,0,0,1,1
376.93,385.21,372.24,375.47,358.61,398.3,429.24,508.8,543.03,0,0,1,0,0,1,1,0,1,0,0,1,1
376.09,390.98,373.44,386.94,347.49,398.3,429.24,508.8,543.03,0,0,1,0,0,1,1,0,1,0,0,1,1
387.43,391.38,380.78,383.62,354.78,398.3,429.24,504.32,543.03,0,0,1,0,0,1,1,0,1,0,0,1,1
383.99,385.5,372.95,375.07,353.21,398.1,428.68,501.69,543.03,0,0,1,0,0,1,1,0,1,0,0,1,1
375.18,377.69,357.86,359.51,357.09,384.49,417.82,492.66,543.03,0,0,1,0,0,1,1,0,1,0,0,1,1
359.89,364.49,325.89,328.87,335.71,364.44,402.5,482.5,543.03,0,0,1,0,0,1,1,0,0,0,0,1,1
328.92,341.8,289.3,320.51,345.01,358.94,398.32,482.5,542.12,0,0,1,0,0,1,1,0,1,0,0,1,1
320.39,345.13,302.56,330.08,338.65,350.65,398.32,482.5,541.21,0,0,1,0,0,1,1,0,1,0,0,1,1
330.58,339.25,320.48,336.19,326.07,350.65,398.32,482.5,541.21,0,0,1,0,0,1,1,0,1,0,0,1,1
336.12,354.36,327.19,352.94,325.57,350.65,398.32,482.5,539.88,0,0,1,0,0,1,1,0,0,0,0,1,1
352.75,382.73,347.69,365.03,327.16,350.65,398.32,485.78,529.35,0,0,1,0,0,1,1,0,0,0,0,1,1
364.69,375.07,352.96,361.56,330.68,346.73,397.27,485.78,529.35,0,0,1,0,0,1,1,0,0,0,0,1,1
361.36,367.19,355.95,362.3,339.46,339.19,392.82,485.6,527.71,0,0,1,0,0,1,1,0,0,0,0,1,1
362.61,379.43,356.14,378.55,349.82,338.33,386.47,479.79,527.45,0,0,1,0,0,1,1,0,0,0,0,1,1
377.92,397.23,368.9,390.41,342.15,344.71,370.82,475.43,523.06,0,0,1,0,0,1,0,1,0,0,0,1,1
391.69,411.7,391.32,400.87,345.38,360.7,370.82,458.98,506.62,0,0,1,0,0,1,0,1,0,0,0,1,1
400.95,402.23,388.77,394.77,362.26,363.76,370.82,444.16,491.8,0,1,0,0,0,1,0,1,0,0,0,1,1
394.52,398.81,373.07,382.56,365.86,372.13,370.82,444.16,491.8,0,1,1,0,1,0,0,1,0,0,0,1,1
382.76,385.48,375.39,383.76,367.99,376.44,370.82,444.16,491.8,0,0,1,0,1,0,0,1,0,0,0,1,1
383.98,395.16,378.97,391.44,427.27,376.44,370.82,443.15,491.8,0,0,1,0,1,0,0,1,0,0,0,1,1
391.25,393.94,386.46,389.55,418.42,376.81,370.82,441.86,491.8,0,0,1,0,1,0,0,1,0,0,0,1,1
389.23,390.08,378.25,382.85,399.65,384.94,364.99,439.09,491.8,0,0,1,0,1,0,0,1,0,0,0,1,1
382.42,392.65,380.83,386.48,374.73,386.94,360.26,431.26,491.8,0,0,1,0,1,0,1,0,0,0,0,1,1
386.12,388.58,382.25,383.16,388.35,386.94,358.94,423.43,491.8,0,0,1,0,1,0,1,0,0,0,0,1,1
382.96,385.05,356.45,358.42,387.79,373.6,355.92,423.43,491.8,0,0,1,0,1,0,0,1,0,0,0,1,1
358.59,364.35,353.31,358.35,373.9,372.41,355.92,414.62,482.99,0,0,1,0,1,0,1,0,0,0,0,1,1
358.61,359.86,342.88,347.27,380.31,366.87,355.92,413.77,481.71,0,0,1,0,1,0,1,0,0,0,0,1,1
